Zeit [s];y_1Modell;y_1Ref;y_2Modell;y_2Ref
Winkel [rad];-;--;-;--
9.22;0.158208725;-0.025132741;-0.163250928;0.028274334
9.23;0.15652233;-0.025132741;-0.161510787;0.028274334
9.24;0.154853911;-0.025132741;-0.159789195;0.028274334
9.25;0.153203276;-0.025132741;-0.158085953;0.028274334
9.26;0.151570236;-0.025132741;-0.156400867;0.028274334
9.27;0.149954603;-0.025132741;-0.154733742;0.028274334
9.28;0.148356191;-0.025132741;-0.153084388;0.028274334
9.29;0.146774817;-0.025132741;-0.151452615;0.028274334
9.3;0.1452103;-0.025132741;-0.149838235;0.028274334
9.31;0.143662459;-0.025132741;-0.148241064;0.028274334
9.32;0.142131117;-0.025132741;-0.146660917;0.028274334
9.33;0.140616098;-0.025132741;-0.145097614;0.028274334
9.34;0.139117228;-0.025132741;-0.143550974;0.028274334
9.35;0.137634335;-0.025132741;-0.142020821;0.028274334
9.36;0.136167249;-0.025132741;-0.140506978;0.028274334
9.37;0.134715801;-0.025132741;-0.139009271;0.028274334
9.38;0.133279824;-0.025132741;-0.137527529;0.028274334
9.39;0.131859154;-0.025132741;-0.136061581;0.028274334
9.4;0.130453627;-0.025132741;-0.134611259;0.028274334
9.41;0.129063082;-0.025132741;-0.133176397;0.028274334
9.42;0.12768736;-0.025132741;-0.131756829;0.028274334
9.43;0.126326301;-0.025132741;-0.130352393;0.028274334
9.44;0.124979751;-0.025132741;-0.128962927;0.028274334
9.45;0.123647553;-0.025132741;-0.127588272;0.028274334
9.46;0.122329556;-0.025132741;-0.12622827;0.028274334
9.47;0.121025608;-0.025132741;-0.124882764;0.028274334
9.48;0.11973556;-0.025132741;-0.123551601;0.028274334
9.49;0.118459262;-0.025132741;-0.122234627;0.028274334
9.5;0.117196569;-0.025132741;-0.120931691;0.028274334
9.51;0.115947335;-0.025132741;-0.119642643;0.028274334
9.52;0.114711417;-0.025132741;-0.118367336;0.028274334
9.53;0.113488673;-0.025132741;-0.117105622;0.028274334
9.54;0.112278963;-0.025132741;-0.115857358;0.028274334
9.55;0.111082147;-0.025132741;-0.114622399;0.028274334
9.56;0.109898088;-0.025132741;-0.113400604;0.028274334
9.57;0.108726651;-0.025132741;-0.112191832;0.028274334
9.58;0.107567701;-0.025132741;-0.110995945;0.028274334
9.59;0.106421104;-0.025132741;-0.109812806;0.028274334
9.6;0.105286729;-0.025132741;-0.108642278;0.028274334
9.61;0.104164446;-0.025132741;-0.107484227;0.028274334
9.62;0.103054125;-0.025132741;-0.10633852;0.028274334
9.63;0.10195564;-0.025132741;-0.105205025;0.028274334
9.64;0.100868864;-0.025132741;-0.104083612;0.028274334
9.65;0.099793672;-0.025132741;-0.102974154;0.028274334
9.66;0.098729941;-0.025132741;-0.101876521;0.028274334
9.67;0.097677548;-0.025132741;-0.100790588;0.028274334
9.68;0.096636373;-0.025132741;-0.09971623;0.028274334
9.69;0.095606297;-0.025132741;-0.098653325;0.028274334
9.7;0.0945872;-0.025132741;-0.097601749;0.028274334
9.71;0.093578967;-0.025132741;-0.096561382;0.028274334
9.72;0.09258148;-0.025132741;-0.095532105;0.028274334
9.73;0.091594626;-0.025132741;-0.094513799;0.028274334
9.74;0.090618291;-0.025132741;-0.093506348;0.028274334
9.75;0.089652363;-0.025132741;-0.092509635;0.028274334
9.76;0.088696731;-0.025132741;-0.091523547;0.028274334
9.77;0.087751285;-0.025132741;-0.090547969;0.028274334
9.78;0.086815918;-0.025132741;-0.089582791;0.028274334
9.79;0.08589052;-0.025132741;-0.088627901;0.028274334
9.8;0.084974987;-0.025132741;-0.087683189;0.028274334
9.81;0.084069213;-0.025132741;-0.086748547;0.028274334
9.82;0.083173094;-0.025132741;-0.085823868;0.028274334
9.83;0.082286526;-0.025132741;-0.084909045;0.028274334
9.84;0.081409409;-0.025132741;-0.084003974;0.028274334
9.85;0.080541642;-0.025132741;-0.08310855;0.028274334
9.86;0.079683124;-0.025132741;-0.082222671;0.028274334
9.87;0.078833757;-0.025132741;-0.081346234;0.028274334
9.88;0.077993444;-0.025132741;-0.08047914;0.028274334
9.89;0.077162088;-0.025132741;-0.079621288;0.028274334
9.9;0.076339594;-0.025132741;-0.078772581;0.028274334
9.91;0.075525867;-0.025132741;-0.07793292;0.028274334
9.92;0.074720814;-0.025132741;-0.077102209;0.028274334
9.93;0.073924342;-0.025132741;-0.076280353;0.028274334
9.94;0.07313636;-0.025132741;-0.075467258;0.028274334
9.95;0.072356777;-0.025132741;-0.074662829;0.028274334
9.96;0.071585504;-0.025132741;-0.073866975;0.028274334
9.97;0.070822453;-0.025132741;-0.073079605;0.028274334
9.98;0.070067534;-0.025132741;-0.072300627;0.028274334
9.99;0.069320663;-0.025132741;-0.071529953;0.028274334
10;0.068581753;-0.025132741;-0.070767493;0.028274334
10.01;0.067850719;-0.025132741;-0.070013161;0.028274334
10.02;0.067127478;-0.025132741;-0.069266869;0.028274334
10.03;0.066411946;-0.025132741;-0.068528533;0.028274334
10.04;0.065704041;-0.025132741;-0.067798066;0.028274334
10.05;0.065003681;-0.025132741;-0.067075386;0.028274334
10.06;0.064310787;-0.025132741;-0.066360409;0.028274334
10.07;0.063625279;-0.025132741;-0.065653053;0.028274334
10.08;0.062947078;-0.025132741;-0.064953237;0.028274334
10.09;0.062276106;-0.025132741;-0.064260881;0.028274334
10.1;0.061612286;-0.025132741;-0.063575905;0.028274334
10.11;0.060955542;-0.025132741;-0.06289823;0.028274334
10.12;0.060305798;-0.025132741;-0.062227778;0.028274334
10.13;0.05966298;-0.025132741;-0.061564474;0.028274334
10.14;0.059027014;-0.025132741;-0.060908239;0.028274334
10.15;0.058397827;-0.025132741;-0.060259;0.028274334
10.16;0.057775347;-0.025132741;-0.059616681;0.028274334
10.17;0.057159502;-0.025132741;-0.058981208;0.028274334
10.18;0.056550222;-0.025132741;-0.05835251;0.028274334
10.19;0.055947435;-0.025132741;-0.057730512;0.028274334
10.2;0.055351075;-0.025132741;-0.057115145;0.028274334
10.21;0.054761071;-0.025132741;-0.056506338;0.028274334
10.22;0.054177356;-0.025132741;-0.055904019;0.028274334
10.23;0.053599863;-0.025132741;-0.055308121;0.028274334
10.24;0.053028526;-0.025132741;-0.054718575;0.028274334
10.25;0.052463278;-0.025132741;-0.054135313;0.028274334
10.26;0.051904056;-0.025132741;-0.053558269;0.028274334
10.27;0.051350795;-0.025132741;-0.052987375;0.028274334
10.28;0.050803432;-0.025132741;-0.052422566;0.028274334
10.29;0.050261902;-0.025132741;-0.051863778;0.028274334
10.3;0.049726145;-0.025132741;-0.051310946;0.028274334
10.31;0.049196099;-0.025132741;-0.050764007;0.028274334
10.32;0.048671703;-0.025132741;-0.050222898;0.028274334
10.33;0.048152897;-0.025132741;-0.049687557;0.028274334
10.34;0.04763962;-0.025132741;-0.049157922;0.028274334
10.35;0.047131815;-0.025132741;-0.048633933;0.028274334
10.36;0.046629423;-0.025132741;-0.048115529;0.028274334
10.37;0.046132385;-0.025132741;-0.047602651;0.028274334
10.38;0.045640646;-0.025132741;-0.04709524;0.028274334
10.39;0.045154149;-0.025132741;-0.046593237;0.028274334
10.4;0.044672837;-0.025132741;-0.046096586;0.028274334
10.41;0.044196656;-0.025132741;-0.045605228;0.028274334
10.42;0.04372555;-0.025132741;-0.045119108;0.028274334
10.43;0.043259466;-0.025132741;-0.04463817;0.028274334
10.44;0.04279835;-0.025132741;-0.044162358;0.028274334
10.45;0.04234215;-0.025132741;-0.043691618;0.028274334
10.46;0.041890812;-0.025132741;-0.043225896;0.028274334
10.47;0.041444285;-0.025132741;-0.042765138;0.028274334
10.48;0.041002517;-0.025132741;-0.042309291;0.028274334
10.49;0.040565459;-0.025132741;-0.041858304;0.028274334
10.5;0.04013306;-0.025132741;-0.041412123;0.028274334
10.51;0.039705269;-0.025132741;-0.040970699;0.028274334
10.52;0.039282039;-0.025132741;-0.04053398;0.028274334
10.53;0.038863319;-0.025132741;-0.040101916;0.028274334
10.54;0.038449063;-0.025132741;-0.039674457;0.028274334
10.55;0.038039223;-0.025132741;-0.039251555;0.028274334
10.56;0.037633751;-0.025132741;-0.038833161;0.028274334
10.57;0.037232602;-0.025132741;-0.038419226;0.028274334
10.58;0.036835728;-0.025132741;-0.038009704;0.028274334
10.59;0.036443085;-0.025132741;-0.037604547;0.028274334
10.6;0.036054627;-0.025132741;-0.037203709;0.028274334
10.61;0.03567031;-0.025132741;-0.036807143;0.028274334
10.62;0.035290089;-0.025132741;-0.036414805;0.028274334
10.63;0.034913921;-0.025132741;-0.036026648;0.028274334
10.64;0.034541763;-0.025132741;-0.035642629;0.028274334
10.65;0.034173572;-0.025132741;-0.035262703;0.028274334
10.66;0.033809306;-0.025132741;-0.034886828;0.028274334
10.67;0.033448922;-0.025132741;-0.034514958;0.028274334
10.68;0.03309238;-0.025132741;-0.034147053;0.028274334
10.69;0.032739638;-0.025132741;-0.033783069;0.028274334
10.7;0.032390656;-0.025132741;-0.033422965;0.028274334
10.71;0.032045394;-0.025132741;-0.033066699;0.028274334
10.72;0.031703813;-0.025132741;-0.032714231;0.028274334
10.73;0.031365872;-0.025132741;-0.03236552;0.028274334
10.74;0.031031534;-0.025132741;-0.032020527;0.028274334
10.75;0.030700759;-0.025132741;-0.03167921;0.028274334
10.76;0.03037351;-0.025132741;-0.031341532;0.028274334
10.77;0.03004975;-0.025132741;-0.031007453;0.028274334
10.78;0.02972944;-0.025132741;-0.030676935;0.028274334
10.79;0.029412545;-0.025132741;-0.03034994;0.028274334
10.8;0.029099028;-0.025132741;-0.030026431;0.028274334
10.81;0.028788853;-0.025132741;-0.02970637;0.028274334
10.82;0.028481983;-0.025132741;-0.029389721;0.028274334
10.83;0.028178385;-0.025132741;-0.029076447;0.028274334
10.84;0.027878023;-0.025132741;-0.028766512;0.028274334
10.85;0.027580863;-0.025132741;-0.028459881;0.028274334
10.86;0.02728687;-0.025132741;-0.028156518;0.028274334
10.87;0.026996011;-0.025132741;-0.02785639;0.028274334
10.88;0.026708252;-0.025132741;-0.02755946;0.028274334
10.89;0.026423561;-0.025132741;-0.027265695;0.028274334
10.9;0.026141904;-0.025132741;-0.026975062;0.028274334
10.91;0.02586325;-0.025132741;-0.026687526;0.028274334
10.92;0.025587565;-0.025132741;-0.026403056;0.028274334
10.93;0.02531482;-0.025132741;-0.026121618;0.028274334
10.94;0.025044981;-0.025132741;-0.025843179;0.028274334
10.95;0.024778019;-0.025132741;-0.025567709;0.028274334
10.96;0.024513903;-0.025132741;-0.025295175;0.028274334
10.97;0.024252602;-0.025132741;-0.025025546;0.028274334
10.98;0.023994086;-0.025132741;-0.024758791;0.028274334
10.99;0.023738015;-0.025132741;-0.023092219;0.028274334
11;0.02347567;-0.025132741;-0.013645827;0.028274334
11.01;0.023164999;-0.025132741;0.008187191;0.028274334
11.02;0.022712852;-0.025132741;0.040108692;0.028274334
11.03;0.021982655;-0.025132741;0.078378703;0.034557519
11.04;0.020810853;-0.025132741;0.119579976;0.040840704
11.05;0.01902245;-0.025132741;0.160773557;0.04712389
11.06;0.016444568;-0.025132741;0.199597762;0.053407075
11.07;0.012917521;-0.026703538;0.234314218;0.061261057
11.08;0.008303143;-0.028274334;0.263807252;0.069115038
11.09;0.002490338;-0.031415927;0.287544742;0.089535391
11.1;-0.004602018;-0.034557519;0.305509524;0.109955743
11.11;-0.01302455;-0.037699112;0.3181107;0.122522113
11.12;-0.022798843;-0.040840704;0.326083836;0.135088484
11.13;-0.033920459;-0.04712389;0.330388156;0.147654855
11.14;-0.046363058;-0.053407075;0.332107645;0.160221225
11.15;-0.06008317;-0.061261057;0.332361512;0.172787596
11.16;-0.075025213;-0.069115038;0.332227964;0.185353967
11.17;-0.091126403;-0.091106187;0.33268371;0.208915911
11.18;-0.108321264;-0.113097336;0.334560235;0.232477856
11.19;-0.12654554;-0.128805299;0.338516663;0.245044227
11.2;-0.145739353;-0.144513262;0.345028007;0.257610598
11.21;-0.165849556;-0.161792022;0.354386901;0.268606172
11.22;-0.186831263;-0.179070781;0.36671635;0.279601746
11.23;-0.208648611;-0.197920337;0.381990814;0.292168117
11.24;-0.231274837;-0.216769893;0.400062875;0.304734487
11.25;-0.25469178;-0.256039801;0.420692861;0.329867229
11.26;-0.278888943;-0.295309709;0.443579085;0.35499997
11.27;-0.30386225;-0.318871654;0.468386702;0.372278729
11.28;-0.329612621;-0.342433599;0.49477365;0.389557489
11.29;-0.356144491;-0.364424748;0.522412551;0.405265452
11.3;-0.383464378;-0.386415896;0.551007925;0.420973416
11.31;-0.411579565;-0.409977841;0.580308448;0.442964564
11.32;-0.440496978;-0.433539786;0.610114359;0.464955713
11.33;-0.470222279;-0.475951287;0.640280391;0.50893801
11.34;-0.500759206;-0.518362788;0.670714812;0.552920307
11.35;-0.532109148;-0.543495529;0.701375329;0.581194641
11.36;-0.564270945;-0.56862827;0.732262618;0.609468975
11.37;-0.597240889;-0.590619419;0.763412328;0.634601716
11.38;-0.631012886;-0.612610567;0.794886295;0.659734457
11.39;-0.665578746;-0.639314105;0.826763654;0.691150384
11.4;-0.700928554;-0.666017643;0.859132423;0.72256631
11.41;-0.737051094;-0.714712329;0.892081996;0.783827367
11.42;-0.773934283;-0.763407015;0.925696857;0.845088424
11.43;-0.811565592;-0.793252145;0.960051681;0.881216739
11.44;-0.84993242;-0.823097275;0.99520791;0.917345055
11.45;-0.88902242;-0.849800813;1.031211739;0.945619389
11.46;-0.928823757;-0.87650435;1.068093404;0.973893723
11.47;-0.969325289;-0.907920277;1.105867589;1.006880445
11.48;-1.010516687;-0.939336203;1.144534733;1.039867168
11.49;-1.05238817;-1.008451242;1.182680343;1.10741141
11.5;-1.09492243;-1.07756628;1.213902734;1.174955652
11.51;-1.138069625;-1.113694596;1.23356614;1.209513172
11.52;-1.181729525;-1.149822911;1.243935074;1.244070691
11.53;-1.225759067;-1.187522023;1.248713659;1.273915821
11.54;-1.269988676;-1.225221135;1.251283241;1.303760951
11.55;-1.314237679;-1.303760951;1.254548627;1.363451212
11.56;-1.358327733;-1.382300768;1.260840489;1.423141472
11.57;-1.402093794;-1.426283065;1.271870283;1.452986602
11.58;-1.445392348;-1.470265362;1.288731405;1.482831732
11.59;-1.488106892;-1.507964474;1.311938495;1.50953527
11.6;-1.530150774;-1.545663586;1.341495881;1.536238808
11.61;-1.571467699;-1.588075086;1.376985853;1.566083938
11.62;-1.612030246;-1.630486587;1.417667868;1.595929068
11.63;-1.651836862;-1.702743218;1.462580632;1.654048532
11.64;-1.690907751;-1.774999849;1.510640233;1.712167996
11.65;-1.729280135;-1.811128165;1.560728909;1.746725515
11.66;-1.767003263;-1.84725648;1.611770561;1.781283035
11.67;-1.804133544;-1.875530814;1.662790621;1.809557368
11.68;-1.840730067;-1.903805148;1.712959262;1.837831702
11.69;-1.87685073;-1.935221075;1.761618141;1.873960018
11.7;-1.912549107;-1.966637001;1.808291879;1.910088333
11.71;-1.947872131;-2.020044076;1.852686186;1.982344964
11.72;-1.98285857;-2.073451151;1.894675075;2.054601595
11.73;-2.017538292;-2.098583893;1.934279833;2.089159115
11.74;-2.05193219;-2.123716634;1.971642482;2.123716634
11.75;-2.086052683;-2.147278579;2.006996336;2.158274153
11.76;-2.119904648;-2.170840524;2.04063598;2.192831672
11.77;-2.153486667;-2.221106006;2.072888632;2.228959988
11.78;-2.186792432;-2.271371489;2.104088432;2.265088303
11.79;-2.219812221;-2.301216619;2.134554745;2.331061749
11.8;-2.252534319;-2.331061749;2.164575128;2.397035195
11.81;-2.28494632;-2.359336083;2.194393218;2.426880325
11.82;-2.317036244;-2.387610417;2.224201436;2.456725455
11.83;-2.348793428;-2.412743158;2.254138132;2.481858196
11.84;-2.38020918;-2.437875899;2.284288575;2.506990938
11.85;-2.411277201;-2.499136956;2.314689065;2.554114827
11.86;-2.441993776;-2.560398013;2.345333373;2.601238717
11.87;-2.472357771;-2.593384736;2.376180703;2.627942255
11.88;-2.502370471;-2.626371458;2.40716442;2.654645792
11.89;-2.53203529;-2.656216589;2.438200872;2.676636941
11.9;-2.5613574;-2.686061719;2.46919774;2.698628089
11.91;-2.590343307;-2.719048442;2.500061478;2.722190034
11.92;-2.619000425;-2.752035165;2.530703543;2.745751979
11.93;-2.647336656;-2.808583832;2.561045231;2.791305073
11.94;-2.675360014;-2.8651325;2.591021068;2.836858166
11.95;-2.703078306;-2.893406834;2.620580789;2.863561704
11.96;-2.730498877;-2.921681168;2.649690026;2.890265241
11.97;-2.757628427;-2.945243113;2.678329895;2.913827186
11.98;-2.784472894;-2.968805058;2.706495683;2.937389131
11.99;-2.81103741;-2.992367003;2.734194885;2.964092669
12;-2.837326306;-3.015928947;2.761444823;2.990796206
12.01;-2.863343164;-3.058340448;2.788270057;3.044203281
12.02;-2.88909091;-3.100751949;2.814699798;3.097610356
12.03;-2.914571924;-3.124313894;2.840765479;3.12588469
12.04;-2.939788166;-3.147875839;2.866498602;3.154159024
12.05;-2.964741304;-3.165154598;2.891928952;3.177720969
12.06;-2.989432835;-3.182433358;2.917083227;3.201282914
12.07;-3.013864192;-3.20285371;2.941984091;3.226415655
12.08;-3.038036844;-3.223274063;2.966649644;3.251548396
12.09;-3.06195236;-3.264114767;2.991093259;3.295530694
12.1;-3.085612466;-3.304955472;3.015323745;3.339512991
12.11;-3.109019075;-3.328517416;3.039345759;3.363074936
12.12;-3.132174302;-3.352079361;3.063160403;3.386636881
12.13;-3.155080455;-3.372499714;3.08676594;3.405486436
12.14;-3.177740025;-3.392920066;3.110158556;3.424335992
12.15;-3.200155651;-3.416482011;3.13333312;3.444756345
12.16;-3.222330095;-3.440043956;3.156283896;3.465176697
12.17;-3.244266199;-3.484026253;3.179005156;3.501305012
12.18;-3.265966852;-3.52800855;3.201491701;3.537433328
12.19;-3.287434952;-3.549999699;3.223739245;3.556282884
12.2;-3.308673376;-3.571990847;3.245744676;3.57513244
12.21;-3.329684954;-3.590840403;3.267506205;3.590840403
12.22;-3.350472447;-3.609689959;3.289023398;3.606548366
12.23;-3.371038537;-3.630110311;3.310297116;3.626968719
12.24;-3.391385813;-3.650530663;3.331329391;3.647389071
12.25;-3.411516774;-3.685088183;3.35212324;3.683517386
12.26;-3.431433825;-3.719645702;3.372682455;3.719645702
12.27;-3.45113929;-3.736924461;3.39301138;3.740066054
12.28;-3.470635414;-3.754203221;3.413114682;3.760486406
12.29;-3.489924376;-3.768340388;3.432997154;3.777765166
12.3;-3.509008301;-3.782477555;3.452663527;3.795043926
12.31;-3.527889271;-3.798185518;3.472118331;3.813893481
12.32;-3.546569333;-3.813893481;3.491365784;3.832743037
12.33;-3.565050512;-3.842167815;3.510409717;3.86572976
12.34;-3.583334816;-3.870442149;3.529253538;3.898716483
12.35;-3.601424245;-3.886150112;3.547900225;3.914424446
12.36;-3.619320792;-3.901858076;3.566352347;3.93013241
12.37;-3.637026447;-3.917566039;3.584612105;3.944269577
12.38;-3.654543199;-3.933274002;3.602681385;3.958406744
12.39;-3.671873034;-3.948981966;3.620561825;3.97254391
12.4;-3.689017934;-3.964689929;3.638254878;3.986681077
12.41;-3.705979874;-3.994535059;3.655761879;4.013384615
12.42;-3.722760822;-4.024380189;3.673084107;4.040088153
12.43;-3.739362733;-4.038517356;3.690222835;4.052654523
12.44;-3.755787546;-4.052654523;3.70717937;4.065220894
12.45;-3.772037183;-4.065220894;3.723955088;4.076216468
12.46;-3.788113545;-4.077787264;3.740551453;4.087212042
12.47;-3.804018513;-4.091924431;3.756970026;4.099778413
12.48;-3.819753941;-4.106061598;3.773212467;4.112344784
12.49;-3.835321662;-4.128052747;3.78928053;4.135906728
12.5;-3.85072348;-4.150043895;3.805176047;4.159468673
12.51;-3.865961179;-4.159468673;3.820900915;4.172035044
12.52;-3.881036514;-4.168893451;3.836457076;4.184601415
12.53;-3.895951218;-4.178318229;3.851846498;4.195596989
12.54;-3.910707003;-4.187743007;3.867071156;4.206592563
12.55;-3.925305556;-4.206592563;3.882133013;4.225442119
12.56;-3.939748546;-4.225442119;3.89703401;4.244291675
12.57;-3.954037622;-4.234866897;3.911776049;4.253716453
12.58;-3.968174414;-4.244291675;3.926360988;4.263141231
12.59;-3.982160536;-4.253716453;3.940790634;4.272566009
12.6;-3.995997583;-4.263141231;3.955066741;4.281990787
12.61;-4.009687137;-4.270995213;3.969191012;4.289844768
12.62;-4.023230764;-4.278849194;3.983165097;4.29769875
12.63;-4.036630012;-4.294557157;3.996990601;4.311835917
12.64;-4.049886418;-4.310265121;4.01066909;4.325973084
12.65;-4.063001502;-4.318119102;4.02420209;4.333827066
12.66;-4.07597677;-4.325973084;4.037591103;4.341681047
12.67;-4.088813714;-4.332256269;4.050837604;4.346393436
12.68;-4.101513808;-4.338539455;4.063943051;4.351105825
12.69;-4.114078514;-4.34482264;4.076908888;4.357389011
12.7;-4.126509279;-4.351105825;4.089736547;4.363672196
12.71;-4.138807533;-4.360530603;4.102427456;4.37466777
12.72;-4.15097469;-4.369955381;4.114983033;4.385663344
12.73;-4.163012153;-4.37466777;4.127404694;4.39194653
12.74;-4.174921304;-4.379380159;4.139693848;4.398229715
12.75;-4.186703515;-4.382521752;4.151851898;4.402942104
12.76;-4.198360139;-4.385663344;4.163880243;4.407654493
12.77;-4.209892516;-4.388804937;4.17578027;4.410796086
12.78;-4.221301972;-4.39194653;4.187553361;4.413937678
12.79;-4.232589816;-4.398229715;4.199200882;4.418650067
12.8;-4.243757345;-4.4045129;4.210724191;4.423362456
12.81;-4.25480584;-4.407654493;4.222124629;4.426504049
12.82;-4.26573657;-4.410796086;4.233403524;4.429645642
12.83;-4.276550788;-4.412366882;4.244562186;4.429645642
12.84;-4.287249738;-4.413937678;4.255601911;4.429645642
12.85;-4.297834645;-4.415508475;4.266523978;4.431216438
12.86;-4.308306724;-4.417079271;4.277329648;4.432787234
12.87;-4.318667179;-4.418650067;4.288020168;4.434358031
12.88;-4.328917198;-4.420220864;4.298596767;4.435928827
12.89;-4.339057957;-4.420220864;4.309060658;4.435928827
12.9;-4.349090622;-4.420220864;4.319413042;4.435928827
12.91;-4.359016343;-4.418650067;4.329655103;4.435928827
12.92;-4.368836262;-4.417079271;4.339788012;4.435928827
12.93;-4.378551506;-4.417079271;4.349812928;4.435928827
12.94;-4.388163191;-4.417079271;4.359730997;4.435928827
12.95;-4.397672421;-4.417079271;4.369543352;4.432787234
12.96;-4.407080288;-4.417079271;4.379251115;4.429645642
12.97;-4.416387873;-4.417079271;4.388855399;4.429645642
12.98;-4.425596245;-4.417079271;4.398357302;4.429645642
12.99;-4.434706463;-4.417079271;4.407757913;4.428074845
13;-4.443719572;-4.417079271;4.417058312;4.426504049
13.01;-4.452636608;-4.417079271;4.426259565;4.426504049
13.02;-4.461458594;-4.417079271;4.43536273;4.426504049
13.03;-4.470186545;-4.417079271;4.444368853;4.424933253
13.04;-4.478821463;-4.417079271;4.453278969;4.423362456
13.05;-4.487364338;-4.415508475;4.462094103;4.423362456
13.06;-4.495816153;-4.413937678;4.470815269;4.423362456
13.07;-4.504177878;-4.413937678;4.479443471;4.423362456
13.08;-4.512450473;-4.413937678;4.487979701;4.423362456
13.09;-4.520634889;-4.413937678;4.496424939;4.424933253
13.1;-4.528732064;-4.413937678;4.504780159;4.426504049
13.11;-4.536742929;-4.415508475;4.513046319;4.426504049
13.12;-4.544668404;-4.417079271;4.52122437;4.426504049
13.13;-4.552509398;-4.417079271;4.529315251;4.426504049
13.14;-4.560266814;-4.417079271;4.537319893;4.426504049
13.15;-4.56794154;-4.417079271;4.545239212;4.426504049
13.16;-4.575534459;-4.417079271;4.55307412;4.426504049
13.17;-4.583046443;-4.415508475;4.560825516;4.426504049
13.18;-4.590478354;-4.413937678;4.568494289;4.426504049
13.19;-4.597831046;-4.415508475;4.576081319;4.426504049
13.2;-4.605105363;-4.417079271;4.583587478;4.426504049
13.21;-4.612302141;-4.417079271;4.591013626;4.426504049
13.22;-4.619422206;-4.417079271;4.598360618;4.426504049
13.23;-4.626466376;-4.415508475;4.605629295;4.426504049
13.24;-4.63343546;-4.413937678;4.612820492;4.426504049
13.25;-4.640330259;-4.413937678;4.619935036;4.426504049
13.26;-4.647151564;-4.413937678;4.626973743;4.426504049
13.27;-4.653900158;-4.415508475;4.633937421;4.426504049
13.28;-4.660576818;-4.417079271;4.64082687;4.426504049
13.29;-4.667182308;-4.415508475;4.647642882;4.426504049
13.3;-4.673717389;-4.413937678;4.65438624;4.426504049
13.31;-4.680182811;-4.415508475;4.661057717;4.426504049
13.32;-4.686579315;-4.417079271;4.667658081;4.426504049
13.33;-4.692907638;-4.415508475;4.674188089;4.426504049
13.34;-4.699168505;-4.413937678;4.680648492;4.426504049
13.35;-4.705362635;-4.413937678;4.687040031;4.426504049
13.36;-4.71149074;-4.413937678;4.693363441;4.426504049
13.37;-4.717553524;-4.413937678;4.699619448;4.426504049
13.38;-4.723551683;-4.413937678;4.705808771;4.426504049
13.39;-4.729485906;-4.413937678;4.71193212;4.426504049
13.4;-4.735356874;-4.413937678;4.717990198;4.426504049
13.41;-4.741165261;-4.413937678;4.723983702;4.426504049
13.42;-4.746911736;-4.413937678;4.72991332;4.426504049
13.43;-4.752596956;-4.413937678;4.735779732;4.426504049
13.44;-4.758221577;-4.413937678;4.741583612;4.426504049
13.45;-4.763786242;-4.413937678;4.747325627;4.426504049
13.46;-4.769291593;-4.413937678;4.753006437;4.426504049
13.47;-4.77473826;-4.413937678;4.758626692;4.426504049
13.48;-4.780126869;-4.413937678;4.76418704;4.426504049
13.49;-4.785458039;-4.413937678;4.769688119;4.426504049
13.5;-4.790732383;-4.413937678;4.775130559;4.426504049
13.51;-4.795950506;-4.413937678;4.780514987;4.426504049
13.52;-4.801113008;-4.413937678;4.785842021;4.426504049
13.53;-4.806220481;-4.413937678;4.791112272;4.426504049
13.54;-4.811273511;-4.413937678;4.796326346;4.426504049
13.55;-4.81627268;-4.413937678;4.801484841;4.426504049
13.56;-4.821218562;-4.413937678;4.806588351;4.426504049
13.57;-4.826111723;-4.413937678;4.81163746;4.426504049
13.58;-4.830952727;-4.413937678;4.81663275;4.426504049
13.59;-4.835742129;-4.413937678;4.821574793;4.426504049
13.6;-4.84048048;-4.413937678;4.826464157;4.426504049
13.61;-4.845168323;-4.413937678;4.831301404;4.426504049
13.62;-4.849806197;-4.413937678;4.83608709;4.426504049
13.63;-4.854394634;-4.413937678;4.840821763;4.426504049
13.64;-4.858934162;-4.413937678;4.845505968;4.426504049
13.65;-4.863425302;-4.413937678;4.850140243;4.426504049
13.66;-4.867868569;-4.413937678;4.854725119;4.426504049
13.67;-4.872264474;-4.413937678;4.859261124;4.426504049
13.68;-4.876613521;-4.413937678;4.863748779;4.426504049
13.69;-4.880916211;-4.413937678;4.868188598;4.426504049
13.7;-4.885173038;-4.413937678;4.872581092;4.426504049
13.71;-4.889384489;-4.413937678;4.876926764;4.426504049
13.72;-4.893551049;-4.413937678;4.881226115;4.426504049
13.73;-4.897673197;-4.413937678;4.885479638;4.426504049
13.74;-4.901751405;-4.413937678;4.889687822;4.426504049
13.75;-4.905786143;-4.413937678;4.893851149;4.426504049
13.76;-4.909777873;-4.413937678;4.897970097;4.426504049
13.77;-4.913727054;-4.413937678;4.902045141;4.426504049
13.78;-4.917634139;-4.413937678;4.906076748;4.426504049
13.79;-4.921499578;-4.415508475;4.91006538;4.426504049
13.8;-4.925323814;-4.417079271;4.914011497;4.426504049
13.81;-4.929107286;-4.415508475;4.91791555;4.426504049
13.82;-4.932850429;-4.413937678;4.921777989;4.426504049
13.83;-4.936553672;-4.413937678;4.925599257;4.426504049
13.84;-4.940217442;-4.413937678;4.929379793;4.426504049
13.85;-4.943842158;-4.413937678;4.933120031;4.426504049
13.86;-4.947428238;-4.413937678;4.936820401;4.426504049
