Zeit [s];r [rad];d;y2Systune [rad];y2Genetic [rad];y2DifferentialEvol [rad]
22.69;0;0;5.299866807;0.672300828;0.5560619
22.7;0;0;5.271592473;0.672300828;0.5560619
22.71;0;0;5.271592473;0.672300828;0.5560619
22.72;0;0;5.237034954;0.672300828;0.5560619
22.73;0;0;5.20876062;0.672300828;0.5560619
22.74;0;0;5.20876062;0.672300828;0.5560619
22.75;0;0;5.177344693;0.672300828;0.5560619
22.76;0;0;5.177344693;0.672300828;0.5560619
22.77;0;0;5.145928767;0.672300828;0.5560619
22.78;0;0;5.117654433;0.672300828;0.5560619
22.79;0;0;5.117654433;0.672300828;0.5560619
22.8;0;0;5.083096914;0.672300828;0.5560619
22.81;0;0;5.057964172;0.672300828;0.5560619
22.82;0;0;5.057964172;0.672300828;0.5560619
22.83;0;0;5.026548246;0.672300828;0.5560619
22.84;0;0;5.026548246;0.672300828;0.5560619
22.85;0;0;4.995132319;0.672300828;0.5560619
22.86;0;0;4.969999578;0.672300828;0.5560619
22.87;0;0;4.969999578;0.672300828;0.5560619
22.88;0;0;4.938583651;0.672300828;0.5560619
22.89;0;0;4.910309318;0.672300828;0.5560619
22.9;0;0;4.910309318;0.672300828;0.5560619
22.91;0;0;4.882034984;0.672300828;0.5560619
22.92;0;0;4.882034984;0.672300828;0.5560619
22.93;0;0;4.85376065;0.672300828;0.5560619
22.94;0;0;4.825486316;0.672300828;0.5560619
22.95;0;0;4.825486316;0.672300828;0.5560619
22.96;0;0;4.797211982;0.672300828;0.5560619
22.97;0;0;4.772079241;0.672300828;0.5560619
22.98;0;0;4.772079241;0.672300828;0.5560619
22.99;0;0;4.743804907;0.672300828;0.5560619
23;0;0;4.743804907;0.672300828;0.5560619
23.01;0;0;4.71238898;0.672300828;0.5560619
23.02;0;0;4.690397832;0.672300828;0.5560619
23.03;0;0;4.690397832;0.672300828;0.5560619
23.04;0;0;4.662123498;0.672300828;0.5560619
23.05;0;0;4.636990757;0.672300828;0.5560619
23.06;0;0;4.636990757;0.672300828;0.5560619
23.07;0;0;4.611858015;0.672300828;0.5560619
23.08;0;0;4.586725274;0.672300828;0.5560619
23.09;0;0;4.586725274;0.672300828;0.5560619
23.1;0;0;4.561592533;0.672300828;0.5560619
23.11;0;0;4.539601384;0.672300828;0.5560619
23.12;0;0;4.539601384;0.672300828;0.5560619
23.13;0;0;4.514468643;0.672300828;0.5560619
23.14;0;0;4.514468643;0.672300828;0.5560619
23.15;0;0;4.489335902;0.672300828;0.5560619
23.16;0;0;4.467344753;0.672300828;0.5560619
23.17;0;0;4.467344753;0.672300828;0.5560619
23.18;0;0;4.442212012;0.672300828;0.5560619
23.19;0;0;4.420220864;0.672300828;0.5560619
23.2;0;0;4.420220864;0.672300828;0.5560619
23.21;0;0;4.398229715;0.672300828;0.5560619
23.22;0;0;4.376238566;0.672300828;0.5560619
23.23;0;0;4.376238566;0.672300828;0.5560619
23.24;0;0;4.351105825;0.672300828;0.5560619
23.25;0;0;4.329114677;0.672300828;0.5560619
23.26;0;0;4.329114677;0.672300828;0.5560619
23.27;0;0;4.307123528;0.672300828;0.5560619
23.28;0;0;4.285132379;0.672300828;0.5560619
23.29;0;0;4.285132379;0.672300828;0.5560619
23.3;0;0;4.259999638;0.672300828;0.5560619
23.31;0;0;4.23800849;0.672300828;0.5560619
23.32;0;0;4.23800849;0.672300828;0.5560619
23.33;0;0;4.216017341;0.672300828;0.5560619
23.34;0;0;4.216017341;0.672300828;0.5560619
23.35;0;0;4.197167785;0.672300828;0.5560619
23.36;0;0;4.172035044;0.672300828;0.5560619
23.37;0;0;4.172035044;0.672300828;0.5560619
23.38;0;0;4.150043895;0.672300828;0.5560619
23.39;0;0;4.131194339;0.672300828;0.5560619
23.4;0;0;4.131194339;0.672300828;0.5560619
23.41;0;0;4.106061598;0.672300828;0.5560619
23.42;0;0;4.106061598;0.672300828;0.5560619
23.43;0;0;4.087212042;0.672300828;0.5560619
23.44;0;0;4.065220894;0.672300828;0.5560619
23.45;0;0;4.065220894;0.672300828;0.5560619
23.46;0;0;4.043229745;0.672300828;0.5560619
23.47;0;0;4.027521782;0.672300828;0.5560619
23.48;0;0;4.027521782;0.672300828;0.5560619
23.49;0;0;4.005530633;0.672300828;0.5560619
23.5;0;0;4.005530633;0.672300828;0.5560619
23.51;0;0;3.986681077;0.672300828;0.5560619
23.52;0;0;3.964689929;0.672300828;0.5560619
23.53;0;0;3.964689929;0.672300828;0.5560619
23.54;0;0;3.945840373;0.672300828;0.5560619
23.55;0;0;3.926990817;0.672300828;0.5560619
23.56;0;0;3.926990817;0.672300828;0.5560619
23.57;0;0;3.904999668;0.672300828;0.5560619
23.58;0;0;3.904999668;0.672300828;0.5560619
23.59;0;0;3.889291705;0.672300828;0.5560619
23.6;0;0;3.867300557;0.672300828;0.5560619
23.61;0;0;3.867300557;0.672300828;0.5560619
23.62;0;0;3.851592593;0.672300828;0.5560619
23.63;0;0;3.832743037;0.672300828;0.5560619
23.64;0;0;3.832743037;0.672300828;0.5560619
23.65;0;0;3.813893481;0.672300828;0.5560619
23.66;0;0;3.798185518;0.672300828;0.5560619
23.67;0;0;3.798185518;0.672300828;0.5560619
23.68;0;0;3.779335962;0.672300828;0.5560619
23.69;0;0;3.766769592;0.672300828;0.5560619
23.7;0;0;3.766769592;0.672300828;0.5560619
23.71;0;0;3.747920036;0.672300828;0.5560619
23.72;0;0;3.747920036;0.672300828;0.5560619
23.73;0;0;3.732212072;0.672300828;0.5560619
23.74;0;0;3.713362517;0.672300828;0.5560619
23.75;0;0;3.713362517;0.672300828;0.5560619
23.76;0;0;3.700796146;0.672300828;0.5560619
23.77;0;0;3.685088183;0.672300828;0.5560619
23.78;0;0;3.685088183;0.672300828;0.5560619
23.79;0;0;3.666238627;0.672300828;0.5560619
23.8;0;0;3.666238627;0.672300828;0.5560619
23.81;0;0;3.653672256;0.672300828;0.5560619
23.82;0;0;3.6348227;0.672300828;0.5560619
23.83;0;0;3.6348227;0.672300828;0.5560619
23.84;0;0;3.619114737;0.675442421;0.5560619
23.85;0;0;3.606548366;0.675442421;0.5560619
23.86;0;0;3.606548366;0.672300828;0.5560619
23.87;0;0;3.590840403;0.672300828;0.5560619
23.88;0;0;3.590840403;0.672300828;0.5560619
23.89;0;0;3.578274032;0.672300828;0.5560619
23.9;0;0;3.559424477;0.672300828;0.5560619
23.91;0;0;3.559424477;0.672300828;0.5560619
23.92;0;0;3.546858106;0.672300828;0.5560619
23.93;0;0;3.534291735;0.672300828;0.5560619
23.94;0;0;3.534291735;0.672300828;0.5560619
23.95;0;0;3.518583772;0.672300828;0.5560619
23.96;0;0;3.509158994;0.672300828;0.5560619
23.97;0;0;3.509158994;0.672300828;0.5560619
23.98;0;0;3.493451031;0.672300828;0.5560619
23.99;0;0;3.484026253;0.672300828;0.5560619
24;0;0;3.484026253;0.672300828;0.5560619
24.01;0;0;3.471459882;0.672300828;0.5560619
24.02;0;0;3.471459882;0.672300828;0.5560619
24.03;0;0;3.455751919;0.672300828;0.5560619
24.04;0;0;3.446327141;0.672300828;0.5560619
24.05;0;0;3.446327141;0.672300828;0.5560619
24.06;0;0;3.43376077;0.672300828;0.5560619
24.07;0;0;3.43376077;0.672300828;0.5560619
24.08;0;0;3.424335992;0.672300828;0.5560619
24.09;0;0;3.411769622;0.672300828;0.5560619
24.1;0;0;3.411769622;0.672300828;0.5560619
24.11;0;0;3.399203251;0.672300828;0.5560619
24.12;0;0;3.389778473;0.672300828;0.5560619
24.13;0;0;3.389778473;0.672300828;0.5560619
24.14;0;0;3.377212103;0.672300828;0.5560619
24.15;0;0;3.377212103;0.672300828;0.5560619
24.16;0;0;3.367787325;0.672300828;0.5560619
24.17;0;0;3.355220954;0.672300828;0.5560619
24.18;0;0;3.355220954;0.672300828;0.5560619
24.19;0;0;3.345796176;0.672300828;0.5560619
24.2;0;0;3.336371398;0.672300828;0.5560619
24.21;0;0;3.336371398;0.672300828;0.5560619
24.22;0;0;3.32694662;0.672300828;0.5560619
24.23;0;0;3.32694662;0.675442421;0.5560619
24.24;0;0;3.317521842;0.672300828;0.5560619
24.25;0;0;3.308097064;0.672300828;0.5560619
24.26;0;0;3.308097064;0.672300828;0.5560619
24.27;0;0;3.298672286;0.672300828;0.5560619
24.28;0;0;3.289247508;0.672300828;0.5560619
24.29;0;0;3.289247508;0.672300828;0.5560619
24.3;0;0;3.27982273;0.672300828;0.5560619
24.31;0;0;3.273539545;0.672300828;0.5560619
24.32;0;0;3.273539545;0.672300828;0.5560619
24.33;0;0;3.264114767;0.672300828;0.5560619
24.34;0;0;3.264114767;0.672300828;0.5560619
24.35;0;0;3.254689989;0.672300828;0.5560619
24.36;0;0;3.248406804;0.672300828;0.5560619
24.37;0;0;3.248406804;0.672300828;0.5560619
24.38;0;0;3.242123619;0.672300828;0.5560619
24.39;0;0;3.242123619;0.672300828;0.5560619
24.4;0;0;3.232698841;0.672300828;0.5560619
24.41;0;0;3.226415655;0.672300828;0.5560619
24.42;0;0;3.226415655;0.672300828;0.5560619
24.43;0;0;3.22013247;0.672300828;0.5560619
24.44;0;0;3.213849285;0.672300828;0.5560619
24.45;0;0;3.213849285;0.672300828;0.5560619
24.46;0;0;3.204424507;0.672300828;0.5560619
24.47;0;0;3.204424507;0.672300828;0.5560619
24.48;0;0;3.201282914;0.672300828;0.5560619
24.49;0;0;3.191858136;0.672300828;0.5560619
24.5;0;0;3.191858136;0.672300828;0.5560619
24.51;0;0;3.188716543;0.672300828;0.5560619
24.52;0;0;3.182433358;0.672300828;0.5560619
24.53;0;0;3.182433358;0.672300828;0.5560619
24.54;0;0;3.179291765;0.672300828;0.5560619
24.55;0;0;3.17300858;0.672300828;0.5560619
24.56;0;0;3.17300858;0.672300828;0.5560619
24.57;0;0;3.166725395;0.672300828;0.5560619
24.58;0;0;3.163583802;0.672300828;0.5560619
24.59;0;0;3.163583802;0.672300828;0.5560619
24.6;0;0;3.157300617;0.672300828;0.5560619
24.61;0;0;3.154159024;0.672300828;0.5560619
24.62;0;0;3.154159024;0.672300828;0.5560619
24.63;0;0;3.151017432;0.672300828;0.5560619
24.64;0;0;3.144734246;0.672300828;0.5560619
24.65;0;0;3.144734246;0.672300828;0.5560619
24.66;0;0;3.141592654;0.675442421;0.5560619
24.67;0;0;3.141592654;0.675442421;0.5560619
24.68;0;0;3.138451061;0.672300828;0.5560619
24.69;0;0;3.135309468;0.672300828;0.5560619
24.7;0;0;3.135309468;0.672300828;0.5560619
24.71;0;0;3.129026283;0.672300828;0.5560619
24.72;0;0;3.12588469;0.672300828;0.5560619
24.73;0;0;3.12588469;0.672300828;0.5560619
24.74;0;0;3.122743098;0.672300828;0.5560619
24.75;0;0;3.122743098;0.672300828;0.5560619
24.76;0;0;3.122743098;0.672300828;0.5560619
24.77;0;0;3.119601505;0.672300828;0.5560619
24.78;0;0;3.119601505;0.672300828;0.5560619
24.79;0;0;3.116459912;0.672300828;0.5560619
24.8;0;0;3.11331832;0.672300828;0.5560619
24.81;0;0;3.11331832;0.672300828;0.5560619
24.82;0;0;3.110176727;0.672300828;0.5560619
24.83;0;0;3.110176727;0.672300828;0.5560619
24.84;0;0;3.110176727;0.672300828;0.5560619
24.85;0;0;3.107035134;0.672300828;0.5560619
24.86;0;0;3.107035134;0.672300828;0.5560619
24.87;0;0;3.107035134;0.672300828;0.5560619
24.88;0;0;3.103893542;0.672300828;0.5560619
24.89;0;0;3.103893542;0.672300828;0.5560619
24.9;0;0;3.103893542;0.672300828;0.5560619
24.91;0;0;3.100751949;0.672300828;0.5560619
24.92;0;0;3.100751949;0.672300828;0.5560619
24.93;0;0;3.100751949;0.672300828;0.5560619
24.94;0;0;3.100751949;0.672300828;0.5560619
24.95;0;0;3.100751949;0.672300828;0.5560619
24.96;0;0;3.097610356;0.672300828;0.5560619
24.97;0;0;3.097610356;0.672300828;0.5560619
24.98;0;0;3.097610356;0.672300828;0.5560619
24.99;0;0;3.097610356;0.672300828;0.5560619
25;0;0;3.097610356;0.672300828;0.5560619
25.01;0;0;3.097610356;0.672300828;0.5560619
25.02;0;0;3.097610356;0.672300828;0.5560619
25.03;0;0;3.097610356;0.672300828;0.5560619
25.04;0;0;3.097610356;0.672300828;0.5560619
25.05;0;0;3.097610356;0.675442421;0.5560619
25.06;0;0;3.097610356;0.672300828;0.5560619
25.07;0;0;3.097610356;0.672300828;0.5560619
25.08;0;0;3.097610356;0.675442421;0.5560619
25.09;0;0;3.097610356;0.672300828;0.5560619
25.1;0;0;3.097610356;0.672300828;0.5560619
25.11;0;0;3.097610356;0.672300828;0.5560619
25.12;0;0;3.097610356;0.672300828;0.5560619
25.13;0;0;3.097610356;0.672300828;0.5560619
25.14;0;0;3.097610356;0.672300828;0.5560619
25.15;0;0;3.097610356;0.672300828;0.5560619
25.16;0;0;3.097610356;0.672300828;0.5560619
25.17;0;0;3.097610356;0.672300828;0.5560619
25.18;0;0;3.097610356;0.672300828;0.5560619
25.19;0;0;3.097610356;0.672300828;0.5560619
25.2;0;0;3.097610356;0.672300828;0.5560619
25.21;0;0;3.097610356;0.672300828;0.5560619
25.22;0;0;3.097610356;0.672300828;0.5560619
25.23;0;0;3.097610356;0.672300828;0.5560619
25.24;0;0;3.097610356;0.672300828;0.5560619
25.25;0;0;3.097610356;0.672300828;0.5560619
25.26;0;0;3.097610356;0.672300828;0.5560619
25.27;0;0;3.097610356;0.672300828;0.5560619
25.28;0;0;3.097610356;0.672300828;0.5560619
25.29;0;0;3.097610356;0.672300828;0.5560619
25.3;0;0;3.097610356;0.675442421;0.5560619
25.31;0;0;3.097610356;0.675442421;0.5560619
25.32;0;0;3.097610356;0.672300828;0.5560619
25.33;0;0;3.097610356;0.672300828;0.5560619
25.34;0;0;3.097610356;0.672300828;0.5560619
25.35;0;0;3.097610356;0.672300828;0.5560619
25.36;0;0;3.097610356;0.672300828;0.5560619
25.37;0;0;3.097610356;0.672300828;0.5560619
25.38;0;0;3.097610356;0.672300828;0.5560619
25.39;0;0;3.097610356;0.672300828;0.5560619
25.4;0;0;3.097610356;0.672300828;0.5560619
25.41;0;0;3.097610356;0.672300828;0.5560619
25.42;0;0;3.097610356;0.672300828;0.5560619
25.43;0;0;3.097610356;0.672300828;0.5560619
25.44;0;0;3.097610356;0.675442421;0.5560619
25.45;0;0;3.097610356;0.672300828;0.5560619
25.46;0;0;3.097610356;0.672300828;0.5560619
25.47;0;0;3.097610356;0.672300828;0.5560619
25.48;0;0;3.097610356;0.672300828;0.5560619
25.49;0;0;3.097610356;0.672300828;0.5560619
25.5;0;0;3.097610356;0.672300828;0.5560619
25.51;0;0;3.097610356;0.672300828;0.5560619
25.52;0;0;3.097610356;0.672300828;0.5560619
25.53;0;0;3.097610356;0.672300828;0.5560619
25.54;0;0;3.097610356;0.672300828;0.5560619
25.55;0;0;3.097610356;0.672300828;0.5560619
25.56;0;0;3.097610356;0.672300828;0.5560619
25.57;0;0;3.097610356;0.672300828;0.5560619
25.58;0;0;3.097610356;0.672300828;0.5560619
25.59;0;0;3.097610356;0.672300828;0.5560619
25.6;0;0;3.097610356;0.672300828;0.5560619
25.61;0;0;3.097610356;0.672300828;0.5560619
25.62;0;0;3.097610356;0.672300828;0.5560619
25.63;0;0;3.097610356;0.672300828;0.5560619
25.64;0;0;3.097610356;0.672300828;0.5560619
25.65;0;0;3.097610356;0.672300828;0.5560619
25.66;0;0;3.097610356;0.672300828;0.5560619
25.67;0;0;3.097610356;0.672300828;0.5560619
25.68;0;0;3.097610356;0.672300828;0.5560619
25.69;0;0;3.097610356;0.672300828;0.5560619
25.7;0;0;3.097610356;0.672300828;0.5560619
25.71;0;0;3.097610356;0.672300828;0.5560619
25.72;0;0;3.097610356;0.672300828;0.5560619
25.73;0;0;3.097610356;0.672300828;0.5560619
25.74;0;0;3.097610356;0.672300828;0.5560619
25.75;0;0;3.097610356;0.672300828;0.5560619
25.76;0;0;3.097610356;0.672300828;0.5560619
25.77;0;0;3.097610356;0.672300828;0.5560619
25.78;0;0;3.097610356;0.672300828;0.5560619
25.79;0;0;3.097610356;0.672300828;0.5560619
25.8;0;0;3.097610356;0.672300828;0.5560619
25.81;0;0;3.097610356;0.672300828;0.5560619
25.82;0;0;3.097610356;0.672300828;0.5560619
25.83;0;0;3.097610356;0.672300828;0.5560619
25.84;0;0;3.097610356;0.672300828;0.5560619
25.85;0;0;3.097610356;0.672300828;0.5560619
25.86;0;0;3.097610356;0.672300828;0.5560619
25.87;0;0;3.097610356;0.672300828;0.5560619
25.88;0;0;3.097610356;0.672300828;0.5560619
25.89;0;0;3.097610356;0.672300828;0.5560619
25.9;0;0;3.097610356;0.672300828;0.5560619
25.91;0;0;3.097610356;0.672300828;0.5560619
25.92;0;0;3.097610356;0.672300828;0.5560619
25.93;0;0;3.097610356;0.675442421;0.5560619
25.94;0;0;3.097610356;0.672300828;0.5560619
25.95;0;0;3.097610356;0.672300828;0.5560619
25.96;0;0;3.097610356;0.672300828;0.5560619
25.97;0;0;3.097610356;0.672300828;0.5560619
25.98;0;0;3.097610356;0.672300828;0.5560619
25.99;0;0;3.097610356;0.672300828;0.5560619
26;0;0;3.097610356;0.672300828;0.5560619
26.01;0;0;3.097610356;0.672300828;0.5560619
26.02;0;0;3.097610356;0.672300828;0.5560619
26.03;0;0;3.097610356;0.672300828;0.5560619
26.04;0;0;3.097610356;0.672300828;0.5560619
26.05;0;0;3.097610356;0.672300828;0.5560619
26.06;0;0;3.097610356;0.672300828;0.5560619
26.07;0;0;3.097610356;0.672300828;0.5560619
26.08;0;0;3.097610356;0.672300828;0.5560619
26.09;0;0;3.097610356;0.672300828;0.5560619
26.1;0;0;3.097610356;0.672300828;0.5560619
26.11;0;0;3.097610356;0.672300828;0.5560619
26.12;0;0;3.097610356;0.672300828;0.5560619
26.13;0;0;3.097610356;0.672300828;0.5560619
26.14;0;0;3.097610356;0.672300828;0.5560619
26.15;0;0;3.097610356;0.672300828;0.5560619
26.16;0;0;3.097610356;0.672300828;0.5560619
26.17;0;0;3.097610356;0.672300828;0.5560619
26.18;0;0;3.097610356;0.672300828;0.5560619
26.19;0;0;3.097610356;0.672300828;0.5560619
26.2;0;0;3.097610356;0.672300828;0.5560619
26.21;0;0;3.097610356;0.672300828;0.5560619
26.22;0;0;3.097610356;0.672300828;0.5560619
26.23;0;0;3.097610356;0.672300828;0.5560619
26.24;0;0;3.097610356;0.672300828;0.5560619
26.25;0;0;3.097610356;0.672300828;0.5560619
26.26;0;0;3.097610356;0.672300828;0.5560619
26.27;0;0;3.097610356;0.672300828;0.5560619
26.28;0;0;3.097610356;0.672300828;0.5560619
26.29;0;0;3.097610356;0.672300828;0.5560619
26.3;0;0;3.097610356;0.672300828;0.5560619
26.31;0;0;3.097610356;0.672300828;0.5560619
26.32;0;0;3.097610356;0.672300828;0.5560619
26.33;0;0;3.097610356;0.672300828;0.5560619
26.34;0;0;3.097610356;0.672300828;0.5560619
26.35;0;0;3.097610356;0.672300828;0.5560619
26.36;0;0;3.097610356;0.672300828;0.5560619
26.37;0;0;3.097610356;0.672300828;0.5560619
26.38;0;0;3.097610356;0.672300828;0.5560619
26.39;0;0;3.097610356;0.672300828;0.5560619
26.4;0;0;3.097610356;0.672300828;0.5560619
26.41;0;0;3.097610356;0.672300828;0.5560619
26.42;0;0;3.097610356;0.672300828;0.5560619
26.43;0;0;3.097610356;0.672300828;0.5560619
26.44;0;0;3.097610356;0.672300828;0.5560619
26.45;0;0;3.097610356;0.672300828;0.5560619
26.46;0;0;3.097610356;0.672300828;0.5560619
26.47;0;0;3.097610356;0.672300828;0.5560619
26.48;0;0;3.097610356;0.672300828;0.5560619
26.49;0;0;3.097610356;0.672300828;0.5560619
26.5;0;0;3.097610356;0.672300828;0.5560619
26.51;0;0;3.097610356;0.675442421;0.5560619
26.52;0;0;3.097610356;0.672300828;0.5560619
26.53;0;0;3.097610356;0.672300828;0.5560619
26.54;0;0;3.097610356;0.675442421;0.5560619
26.55;0;0;3.097610356;0.672300828;0.5560619
26.56;0;0;3.097610356;0.672300828;0.5560619
26.57;0;0;3.097610356;0.672300828;0.5560619
26.58;0;0;3.097610356;0.672300828;0.5560619
26.59;0;0;3.097610356;0.672300828;0.5560619
26.6;0;0;3.097610356;0.672300828;0.5560619
26.61;0;0;3.097610356;0.672300828;0.5560619
26.62;0;0;3.097610356;0.672300828;0.5560619
26.63;0;0;3.097610356;0.672300828;0.5560619
26.64;0;0;3.097610356;0.672300828;0.5560619
26.65;0;0;3.097610356;0.672300828;0.5560619
26.66;0;0;3.097610356;0.672300828;0.5560619
26.67;0;0;3.097610356;0.672300828;0.5560619
26.68;0;0;3.097610356;0.672300828;0.5560619
26.69;0;0;3.097610356;0.672300828;0.5560619
26.7;0;0;3.097610356;0.672300828;0.5560619
26.71;0;0;3.097610356;0.672300828;0.5560619
26.72;0;0;3.097610356;0.672300828;0.5560619
26.73;0;0;3.097610356;0.672300828;0.5560619
26.74;0;0;3.097610356;0.672300828;0.5560619
26.75;0;0;3.097610356;0.672300828;0.5560619
26.76;0;0;3.097610356;0.672300828;0.5560619
26.77;0;0;3.097610356;0.672300828;0.5560619
26.78;0;0;3.097610356;0.672300828;0.5560619
26.79;0;0;3.097610356;0.672300828;0.5560619
26.8;0;0;3.097610356;0.672300828;0.5560619
26.81;0;0;3.097610356;0.672300828;0.5560619
26.82;0;0;3.097610356;0.672300828;0.5560619
26.83;0;0;3.097610356;0.672300828;0.5560619
26.84;0;0;3.097610356;0.672300828;0.5560619
26.85;0;0;3.097610356;0.672300828;0.5560619
26.86;0;0;3.097610356;0.672300828;0.5560619
26.87;0;0;3.097610356;0.672300828;0.5560619
26.88;0;0;3.097610356;0.672300828;0.5560619
26.89;0;0;3.097610356;0.672300828;0.5560619
26.9;0;0;3.097610356;0.672300828;0.5560619
26.91;0;0;3.097610356;0.672300828;0.5560619
26.92;0;0;3.097610356;0.672300828;0.5560619
26.93;0;0;3.097610356;0.672300828;0.5560619
26.94;0;0;3.097610356;0.672300828;0.5560619
26.95;0;0;3.097610356;0.672300828;0.5560619
26.96;0;0;3.097610356;0.672300828;0.5560619
26.97;0;0;3.097610356;0.675442421;0.5560619
26.98;0;0;3.097610356;0.672300828;0.5560619
26.99;0;0;3.097610356;0.672300828;0.5560619
27;0;0;3.097610356;0.672300828;0.5560619
27.01;0;0;3.097610356;0.672300828;0.5560619
27.02;0;0;3.097610356;0.672300828;0.5560619
27.03;0;0;3.097610356;0.672300828;0.5560619
27.04;0;0;3.097610356;0.672300828;0.5560619
27.05;0;0;3.097610356;0.672300828;0.5560619
27.06;0;0;3.097610356;0.672300828;0.5560619
27.07;0;0;3.097610356;0.672300828;0.5560619
27.08;0;0;3.097610356;0.672300828;0.5560619
27.09;0;0;3.097610356;0.672300828;0.5560619
27.1;0;0;3.097610356;0.672300828;0.5560619
27.11;0;0;3.097610356;0.672300828;0.5560619
27.12;0;0;3.097610356;0.672300828;0.5560619
27.13;0;0;3.097610356;0.672300828;0.5560619
27.14;0;0;3.097610356;0.672300828;0.5560619
27.15;0;0;3.097610356;0.672300828;0.5560619
27.16;0;0;3.097610356;0.672300828;0.5560619
27.17;0;0;3.097610356;0.672300828;0.5560619
27.18;0;0;3.097610356;0.672300828;0.5560619
27.19;0;0;3.097610356;0.672300828;0.5560619
27.2;0;0;3.097610356;0.672300828;0.5560619
27.21;0;0;3.097610356;0.672300828;0.5560619
27.22;0;0;3.097610356;0.672300828;0.5560619
27.23;0;0;3.097610356;0.672300828;0.5560619
27.24;0;0;3.097610356;0.672300828;0.5560619
27.25;0;0;3.097610356;0.672300828;0.5560619
27.26;0;0;3.097610356;0.672300828;0.5560619
27.27;0;0;3.097610356;0.672300828;0.5560619
27.28;0;0;3.097610356;0.672300828;0.5560619
27.29;0;0;3.097610356;0.672300828;0.5560619
27.3;0;0;3.097610356;0.672300828;0.5560619
27.31;0;0;3.097610356;0.672300828;0.5560619
27.32;0;0;3.097610356;0.672300828;0.5560619
27.33;0;0;3.097610356;0.672300828;0.5560619
27.34;0;0;3.097610356;0.672300828;0.5560619
27.35;0;0;3.097610356;0.675442421;0.5560619
27.36;0;0;3.097610356;0.675442421;0.5560619
27.37;0;0;3.097610356;0.672300828;0.5560619
27.38;0;0;3.097610356;0.672300828;0.5560619
27.39;0;0;3.097610356;0.672300828;0.5560619
27.4;0;0;3.097610356;0.672300828;0.5560619
27.41;0;0;3.097610356;0.672300828;0.5560619
27.42;0;0;3.097610356;0.672300828;0.5560619
27.43;0;0;3.097610356;0.672300828;0.5560619
27.44;0;0;3.097610356;0.675442421;0.5560619
27.45;0;0;3.097610356;0.675442421;0.5560619
27.46;0;0;3.097610356;0.672300828;0.5560619
27.47;0;0;3.097610356;0.672300828;0.5560619
27.48;0;0;3.097610356;0.672300828;0.5560619
27.49;0;0;3.097610356;0.672300828;0.5560619
27.5;0;0;3.097610356;0.672300828;0.5560619
27.51;0;0;3.097610356;0.672300828;0.5560619
27.52;0;0;3.097610356;0.672300828;0.5560619
27.53;0;0;3.097610356;0.672300828;0.5560619
27.54;0;0;3.097610356;0.672300828;0.5560619
27.55;0;0;3.097610356;0.672300828;0.5560619
27.56;0;0;3.097610356;0.672300828;0.5560619
27.57;0;0;3.097610356;0.672300828;0.5560619
27.58;0;0;3.097610356;0.672300828;0.5560619
27.59;0;0;3.097610356;0.672300828;0.5560619
27.6;0;0;3.097610356;0.672300828;0.5560619
27.61;0;0;3.097610356;0.672300828;0.5560619
27.62;0;0;3.097610356;0.672300828;0.5560619
27.63;0;0;3.097610356;0.672300828;0.5560619
27.64;0;0;3.097610356;0.672300828;0.5560619
27.65;0;0;3.097610356;0.672300828;0.5560619
27.66;0;0;3.097610356;0.672300828;0.5560619
27.67;0;0;3.097610356;0.672300828;0.5560619
27.68;0;0;3.097610356;0.672300828;0.5560619
27.69;0;0;3.097610356;0.672300828;0.5560619
27.7;0;0;3.097610356;0.672300828;0.5560619
27.71;0;0;3.097610356;0.672300828;0.5560619
27.72;0;0;3.097610356;0.672300828;0.5560619
27.73;0;0;3.097610356;0.672300828;0.5560619
27.74;0;0;3.097610356;0.672300828;0.5560619
27.75;0;0;3.097610356;0.672300828;0.5560619
27.76;0;0;3.097610356;0.672300828;0.5560619
27.77;0;0;3.097610356;0.672300828;0.5560619
27.78;0;0;3.097610356;0.672300828;0.5560619
27.79;0;0;3.097610356;0.672300828;0.5560619
27.8;0;0;3.097610356;0.672300828;0.5560619
27.81;0;0;3.097610356;0.672300828;0.5560619
27.82;0;0;3.097610356;0.672300828;0.5560619
27.83;0;0;3.097610356;0.672300828;0.5560619
27.84;0;0;3.097610356;0.672300828;0.5560619
27.85;0;0;3.097610356;0.672300828;0.5560619
27.86;0;0;3.097610356;0.672300828;0.5560619
27.87;0;0;3.097610356;0.672300828;0.5560619
27.88;0;0;3.097610356;0.672300828;0.5560619
27.89;0;0;3.097610356;0.672300828;0.5560619
27.9;0;0;3.097610356;0.672300828;0.5560619
27.91;0;0;3.097610356;0.672300828;0.5560619
27.92;0;0;3.097610356;0.672300828;0.5560619
27.93;0;0;3.097610356;0.672300828;0.5560619
27.94;0;0;3.097610356;0.672300828;0.5560619
27.95;0;0;3.097610356;0.672300828;0.5560619
27.96;0;0;3.097610356;0.672300828;0.5560619
27.97;0;0;3.097610356;0.672300828;0.5560619
27.98;0;0;3.097610356;0.672300828;0.5560619
27.99;0;0;3.097610356;0.672300828;0.5560619
28;0;0;3.097610356;0.672300828;0.5560619
28.01;0;0;3.097610356;0.672300828;0.5560619
28.02;0;0;3.097610356;0.672300828;0.5560619
28.03;0;0;3.097610356;0.672300828;0.5560619
28.04;0;0;3.097610356;0.672300828;0.5560619
28.05;0;0;3.097610356;0.672300828;0.5560619
