Result_1Epoche;Result_1Durchschnitt;Result_2Durchschnitt;Result_3Durchschnitt;Result_4Durchschnitt;Result_5Durchschnitt
Fehler;-;-;-;-;-
0;1;1;1;1;1
0;0808FF;0642FF;057DFF;04B7FF;03F2FF
425;3060.572366;3028.884697;2724.962415;3077.656829;3218.732298
426;3018.453003;3022.150635;2709.303873;3026.286826;3240.090393
427;2989.270621;3038.935991;2715.582272;2966.163575;3297.535728
428;2978.597741;3071.039957;2717.366005;3003.635655;3401.661454
429;2943.520003;3049.329047;2716.365754;3137.957264;3534.382039
430;2917.591643;3035.871073;2741.398473;3089.032267;3604.393920
431;2896.096589;3020.848131;2757.451233;3098.127224;3580.335711
432;2876.428359;3013.074172;2765.875383;3103.107367;3546.614173
433;2880.019781;3000.883437;2778.565363;3098.293003;3550.553396
434;2884.566041;2979.719689;2802.027675;3144.262765;3483.381910
435;2948.508832;2992.785263;2792.228287;3120.822059;3479.958438
436;2970.785783;2976.750480;2764.546456;3157.891670;3550.821721
437;2988.044022;3000.404559;2737.517594;3155.590419;3543.370161
438;3026.060417;2989.125160;2712.254924;3087.165680;3533.470021
439;3031.027684;2975.804550;2686.366629;3133.759484;3468.756707
440;3025.689761;2955.172533;2699.228623;3094.840592;3430.669327
441;3106.850352;2941.953991;2702.405764;3039.025654;3368.944342
442;3172.348938;2964.528858;2681.992125;2980.908577;3315.670520
443;3195.731750;2993.318336;2665.375774;2930.278998;3260.268938
444;3176.355486;3008.432666;2653.274005;2925.284638;3209.508838
445;3204.805143;3005.342822;2641.751468;2893.788977;3178.987068
446;3241.402676;2994.666833;2650.218060;2978.679640;3143.417850
447;3429.665281;2998.602472;2772.846082;3092.161688;3118.877441
448;3471.037654;3074.038226;2794.083963;3224.006237;3113.276932
449;3504.396877;3160.207745;2837.564206;3377.590611;3112.235425
450;3539.886348;3133.878593;2938.344782;3323.326470;3079.574474
451;3512.365593;3114.472129;2895.640274;3382.705583;3064.995028
452;3520.768238;3082.579364;2924.170875;3415.404191;3035.079559
453;3540.120863;3050.646909;3025.623551;3497.181264;3009.200084
454;3489.049604;3018.956049;2971.152089;3562.693821;2981.316035
455;3506.804554;2987.794541;2977.640990;3521.515365;2951.813991
456;3504.485023;2959.599675;3028.383033;3568.954020;2925.963500
457;3527.077011;2934.117635;3146.126344;3572.573085;2968.616800
458;3633.618953;2915.833457;3275.177077;3562.293526;3034.333875
459;3689.461483;2897.640280;3357.102193;3523.514010;3058.363937
460;3723.493573;2878.601497;3489.350728;3414.528986;3033.498179
461;3622.421304;2856.639508;3664.877220;3321.857961;3022.809205
462;3529.847553;2836.826450;3661.599278;3376.237946;3127.584286
463;3446.971048;2818.883058;3715.581476;3495.364298;3183.757927
464;3375.139179;2804.602532;3622.531010;3409.042563;3334.342337
465;3305.151839;2788.861949;3539.267495;3357.283952;3363.570270
466;3243.101571;2798.379033;3429.647268;3413.062581;3328.258688
467;3205.188912;2788.045370;3552.052578;3398.659081;3313.499010
468;3173.971435;2776.921025;3482.715999;3419.989823;3280.128409
469;3149.512841;2770.988091;3448.149062;3426.612619;3305.458026
470;3111.105987;2784.186679;3444.987085;3587.114089;3273.254468
471;3072.672553;2775.005502;3454.789160;3467.728510;3217.097707
472;3034.343651;2768.449594;3412.003768;3475.666209;3201.594397
473;2997.541548;2796.299711;3342.931902;3545.148817;3220.351249
474;2988.033599;2786.073719;3274.662333;3518.431022;3174.912187
475;2969.577268;2798.667199;3199.475629;3475.242454;3157.579908
476;2960.897862;2789.824023;3134.278903;3459.600787;3115.209953
477;2946.656798;2789.148146;3066.918617;3449.309542;3091.828105
478;2927.254498;2810.952869;3005.404925;3523.682990;3050.205902
479;2950.807275;2806.211535;2947.553953;3490.079158;3009.493129
480;2965.446557;2846.144980;2933.776328;3473.811347;3000.299916
481;2982.499021;2857.221737;2892.976097;3485.632224;2983.743663
482;2971.346674;2967.410696;2848.100238;3512.834217;2994.988751
483;2957.335629;3056.076506;2809.057044;3456.331465;3007.376516
484;2959.519274;3150.130780;2773.391857;3428.298589;3068.581644
485;2941.163217;3137.343652;2736.741324;3401.352084;3113.685320
486;2937.269995;3188.515222;2771.646803;3323.898757;3200.970563
487;2906.329695;3351.401934;2735.419988;3242.788033;3254.890198
488;2941.894566;3516.987413;2767.983854;3157.846626;3332.730857
489;2924.083621;3496.858000;2733.639220;3078.577570;3359.712386
490;2916.432464;3519.757647;2752.061534;3002.423867;3326.719554
491;2908.847104;3478.933309;2858.189163;2934.159201;3260.644671
492;2937.289509;3412.250333;2910.498150;2872.917403;3199.482767
493;3022.159448;3446.666346;2875.479219;2817.681124;3165.132669
494;3107.723638;3416.049418;2915.545192;2765.557566;3127.500545
495;3084.575550;3421.831845;2982.100880;2745.095729;3103.296493
496;3173.160844;3466.986079;3088.585654;2728.149027;3141.913967
497;3179.857092;3425.885661;3028.749377;2800.634168;3094.561277
498;3192.539434;3354.582149;3007.109119;2881.824163;3157.533930
499;3175.599352;3367.017773;2949.759674;2843.250392;3161.152845
500;3238.250656;3318.934426;2904.776324;2803.131140;3131.921557
501;3301.326928;3320.175318;3035.644561;2775.404672;3089.549123
502;3352.709693;3284.008900;2971.984719;2750.466802;3079.440517
503;3419.836263;3316.597659;2999.121608;2719.113093;3074.954136
504;3426.415753;3277.488138;2958.559330;2686.109389;3193.561217
505;3431.507555;3212.162190;3001.479113;2656.183954;3178.033463
506;3413.005700;3223.833651;2944.887966;2629.839153;3172.071760
507;3590.058856;3411.019796;2951.061748;2615.401607;3138.911319
508;3598.722204;3515.366912;2901.851426;2618.286437;3111.980514
509;3631.551567;3550.652052;2855.293726;2626.290993;3121.537532
510;3782.979529;3545.124733;2877.251031;2616.329660;3155.819290
511;3895.877238;3452.708622;2828.165577;2629.266067;3137.867642
512;3994.584087;3486.197159;2781.807271;2685.229739;3092.526853
513;3910.765841;3430.638059;2741.138801;2713.767617;3044.950242
514;3860.739482;3389.030252;2706.969948;2701.946905;3047.940905
515;3774.251973;3335.318926;2744.253098;2684.466484;3014.548309
516;3747.017555;3338.270775;2742.771874;2652.095876;3006.044195
517;3714.390190;3359.102583;2743.535577;2626.941683;2969.234579
518;3708.949993;3393.669615;2793.481250;2601.447757;2978.234748
519;3691.519058;3337.399901;2871.395637;2577.719941;3060.383687
520;3628.238503;3264.743955;2873.221499;2612.382008;3097.524737
521;3631.822255;3218.603232;2848.578499;2686.721436;3303.294633
522;3588.442356;3221.965457;2835.333039;2658.247481;3349.574942
523;3539.029023;3222.538673;2906.323436;2631.321513;3309.446665
524;3475.814456;3157.962497;2895.608528;2646.965766;3281.750823
525;3529.287740;3106.070576;2915.835117;2689.622346;3271.828586
526;3458.110729;3053.350620;3028.684504;2696.052145;3338.735515
527;3378.839995;3061.028849;3139.930830;2744.220172;3327.527074
528;3321.848057;3096.970350;3163.299911;2723.905599;3276.705583
529;3252.460223;3106.948739;3112.849885;2745.467495;3283.274862
530;3192.899646;3063.638718;3110.602195;2750.528109;3252.526975
531;3161.747141;3048.450329;3051.122689;2711.641132;3189.905758
532;3107.319804;3042.501438;3053.829598;2739.347963;3130.984964
533;3078.009213;3117.208191;3068.970786;2763.881409;3104.319049
534;3041.188552;3187.691554;3099.129896;2793.468411;3070.611315
535;3157.931788;3290.409425;3058.258703;2770.623915;3026.162151
536;3192.865751;3424.353891;3029.748645;2723.403670;3002.111039
537;3166.468747;3571.480476;2977.141851;2717.582714;3007.869959
538;3143.091287;3817.828254;2991.573516;2745.390373;2994.946928
539;3109.584589;3780.223051;2944.183569;2700.452464;2988.308951
540;3078.890280;3745.509742;2968.178127;2682.987077;2988.214116
541;3045.695124;3667.000508;2999.880058;2641.367051;3004.632630
542;3025.886364;3697.494461;3096.353852;2648.496344;2998.954534
543;3007.615575;3631.552115;3198.660814;2647.390664;2956.471584
544;2981.486268;3604.947981;3248.925661;2649.012355;2953.873190
545;3002.118012;3617.851044;3172.937529;2627.939354;2989.863393
546;3047.457085;3672.523183;3115.040276;2633.010384;2966.743054
547;3055.513296;3874.894340;3046.210664;2612.605988;2936.600390
548;3042.213678;3888.057662;2985.396668;2587.167204;3068.893528
549;3045.934094;3829.476007;2933.207329;2665.427410;3056.902579
550;3034.690044;3709.813897;2942.743331;2679.208229;3001.586795
551;3063.236247;3658.842288;2930.950835;2787.144472;2976.829940
552;3124.858480;3741.467638;2885.133348;2798.567263;2931.054386
553;3092.036109;3710.690322;2852.864158;2749.363537;2889.804804
554;3105.186339;3693.090193;2864.628628;2796.338361;2896.398353
555;3087.527975;3609.065578;2945.039821;2886.733843;3020.496268
556;3108.652751;3603.707888;2980.124259;2935.397201;2973.398346
557;3109.203267;3531.942120;2971.933267;2882.048858;3000.475835
558;3118.939258;3563.848811;2935.948263;2875.608417;3150.168675
559;3081.595954;3509.813018;3033.103086;2877.840641;3159.143797
560;3071.400058;3500.939739;3004.885514;2819.991611;3202.016006
561;3031.344147;3575.296938;3073.554541;2796.263180;3180.833734
562;3027.015194;3596.203114;3014.162078;2827.691461;3205.184078
563;3025.133996;3534.467320;3060.638219;2929.131855;3221.927420
564;3013.069985;3503.095038;3088.235880;2973.464569;3181.180520
565;2982.476979;3420.607336;3037.226205;2997.355269;3151.612819
566;3002.190578;3385.554904;2991.624409;3312.358458;3113.064952
567;3000.682467;3426.344932;2940.253020;3346.646872;3061.829166
568;3046.606454;3432.530901;2890.323947;3512.070665;3050.379588
569;3050.160010;3492.092255;2957.933879;3519.510797;3162.659322
570;3175.723948;3562.776448;2923.553954;3399.089998;3176.853498
571;3151.193728;3681.210801;2871.051830;3372.040376;3176.746496
572;3137.051129;3753.328444;2825.199681;3332.257490;3175.884048
573;3141.918201;3752.178612;2775.920853;3276.161834;3174.048077
574;3145.671559;3856.710137;2730.872156;3211.564894;3107.994108
575;3188.024610;3938.311451;2696.302824;3143.517529;3049.424284
576;3227.313930;3863.596852;2666.135127;3231.331772;2995.745727
577;3294.208671;3896.809815;2661.591106;3195.189423;2950.028605
578;3311.243433;3874.657569;2682.634919;3137.896700;2933.973722
579;3372.300625;3857.632764;2709.795450;3112.518126;2935.916550
580;3375.401766;3727.598873;2766.767261;3085.036699;2939.637406
581;3316.823722;3689.980101;2827.205965;3101.750327;2900.639411
582;3306.459052;3644.135895;2986.296514;3019.628344;2860.542291
583;3344.393904;3667.777366;3088.063385;2944.839698;2971.579550
584;3376.514939;3600.361198;3135.818674;2999.998867;2951.682075
585;3425.895567;3547.877193;3198.849340;3149.898560;2908.988672
586;3436.731324;3446.984283;3172.535580;3342.963290;2865.603560
587;3455.168619;3357.246407;3194.826554;3459.256913;2861.297119
588;3412.697765;3333.691000;3144.983954;3464.736108;2891.312639
589;3379.290985;3295.500743;3120.094393;3533.187878;2892.283566
590;3365.360987;3224.265159;3139.370632;3602.321790;3005.239846
591;3316.812630;3200.348901;3107.014121;3724.181683;2989.045779
592;3254.357628;3167.608160;3063.617443;3747.126523;2952.811839
593;3248.416694;3150.674349;3008.478893;3855.249586;3110.589731
594;3246.158556;3274.509121;2967.093338;3997.679564;3052.143158
595;3203.533237;3379.125092;2932.770235;3975.113766;3015.896880
596;3166.022462;3391.480645;2928.007663;4114.372711;2963.083606
597;3145.845247;3332.158631;2880.120003;4156.044707;2916.361730
598;3158.650746;3321.615500;2847.693758;4077.992844;2868.543888
599;3169.856615;3297.871795;2840.154510;4274.757315;2830.378583
600;3158.958002;3283.994843;2810.919193;4297.853907;2849.013635
601;3177.011367;3224.034380;2866.731552;4270.409951;2903.945397
602;3206.333966;3175.649100;2850.747675;4298.962733;2930.951534
603;3218.719719;3234.435669;2947.489843;4367.551668;2945.703192
604;3202.168970;3277.722190;2947.711631;4365.586976;2903.882367
605;3184.375671;3337.888718;2956.453525;4295.619114;3049.311553
606;3159.960775;3258.054786;2901.014922;4192.663858;3027.560885
607;3102.938171;3208.046762;2849.284110;4145.304649;3032.162764
608;3073.623193;3143.791391;2802.929260;4007.073076;3242.403492
609;3104.950525;3089.600640;2753.816545;3905.607420;3246.034721
610;3065.077249;3030.645722;2717.434943;3918.278269;3463.353227
611;3058.493063;2980.152821;2698.726879;3953.738905;3625.533551
612;3073.732335;3052.773458;2668.559511;3833.499329;3574.076037
613;3046.438674;3143.123323;2655.640181;3846.281755;3498.561630
614;3007.349037;3157.402891;2718.932127;3828.629433;3409.579723
615;3014.365833;3268.641923;2804.311050;3842.802699;3424.748260
616;3050.458613;3256.842754;2795.342842;3812.614283;3423.216668
617;3018.979387;3293.536611;2869.851119;3766.292530;3425.197600
618;2996.119828;3215.243004;2851.558316;3703.270285;3333.762216
619;2976.672888;3208.162703;2860.777656;3750.384084;3256.203329
620;3016.949395;3164.170203;2943.956387;3789.331930;3204.617046
621;3094.022243;3095.528541;2953.989523;3688.107151;3181.396220
622;3115.663593;3062.515961;3108.827536;3542.433515;3114.861219
623;3087.124263;3081.593343;3055.954818;3493.713162;3059.916403
624;3087.115198;3131.084901;2996.455959;3521.920837;3015.768140
625;3099.499116;3078.209105;3088.218102;3639.152160;2971.026228
626;3147.014303;3153.382330;3184.003772;3573.379295;2926.892080
627;3149.267917;3198.691310;3206.585474;3472.561564;2912.829226
628;3144.156987;3177.836659;3212.219952;3365.695236;2875.293549
629;3122.398214;3233.769288;3135.305030;3447.293545;2839.317806
630;3080.831810;3257.187202;3125.981158;3370.254577;2844.725287
631;3034.585128;3273.476987;3076.601411;3335.179350;2813.961597
632;2991.517304;3225.611784;3032.572646;3233.697399;2792.745287
633;2975.541232;3182.507000;2994.474969;3287.306553;2801.966280
634;2937.011245;3191.320941;2959.817046;3242.075872;2774.582744
635;2959.579926;3178.840703;2946.218909;3203.760901;2792.566771
636;2925.784289;3113.945913;3001.415285;3170.823321;2814.694680
637;2902.716810;3051.523052;3034.776097;3116.947122;2800.307401
638;2869.306953;2995.319466;3038.500136;3028.154175;2794.760968
639;2838.918198;2944.567071;3061.493010;3017.620660;2781.258197
640;2810.469292;2896.433007;3239.815209;2971.369061;2798.806996
641;2800.886643;2875.125255;3198.699025;3002.244577;2779.909882
642;2782.135619;2885.175096;3133.156811;2921.524552;2751.545295
643;2765.586254;2851.429100;3072.960668;2846.771257;2746.599787
644;2742.083218;2872.715000;3003.114595;2863.587236;2732.227424
645;2717.666313;3044.070112;2964.106816;2791.946154;2709.480939
646;2700.475922;3018.312317;3138.345463;2784.241454;2688.578240
647;2678.197043;3073.035985;3120.360010;2748.919232;2704.863958
648;2664.434100;3116.963730;3080.192319;2835.076261;2706.006742
649;2655.479462;3063.557940;3054.612065;2930.363613;2718.896672
650;2662.685156;3026.663161;3027.820442;2867.795684;2730.383252
651;2661.725707;2982.436099;2965.565659;2800.350711;2760.651430
652;2690.722345;3033.608211;2908.259142;3012.567130;2740.694613
653;2683.915119;3300.281634;2859.205742;3018.653348;2739.104021
654;2666.949218;3549.512822;2827.856775;2969.365548;2872.127914
655;2742.854418;3546.512917;2808.088898;2991.303638;2895.200369
656;2789.485177;3545.826884;2766.976846;3078.800605;2872.720237
657;2858.238120;3468.051721;2732.446167;3047.458046;2906.425130
658;2861.984087;3424.009531;2750.576407;3018.062810;2869.234849
659;2883.834963;3332.662682;2735.725590;2976.681393;2903.793125
660;2853.843608;3270.673262;2767.491010;2936.087897;2913.783526
661;2820.063411;3188.929566;2735.403642;2879.410124;2875.311448
662;2794.703884;3111.885749;2737.132273;2859.546672;2913.680834
663;2762.523117;3039.900083;2731.177839;2874.639469;3007.642502
664;2756.432846;3039.490259;2809.716988;2817.242110;3035.233303
665;2831.759258;3048.287232;2867.887672;2909.912033;3133.799746
666;2882.497075;3089.356627;2868.908375;2839.442885;3154.653764
667;2861.961375;3065.073558;2914.904641;2833.093928;3173.607067
668;2874.470311;3046.376278;2873.153930;2804.356378;3169.005108
669;2872.945261;3188.239657;2854.257378;2738.980258;3144.176616
670;2876.168745;3191.649446;2836.481970;2677.726269;3193.507403
671;2840.972417;3194.450048;2854.027441;2667.172296;3178.201883
672;2815.456842;3396.516789;2851.861611;2627.213237;3119.670553
673;2795.522067;3375.148741;2828.300905;2593.639013;3081.273513
674;2839.054978;3462.885907;2810.115014;2689.636641;3127.540233
675;2812.612313;3644.298616;2792.913254;2629.316515;3200.588427
676;2854.556385;3644.678954;2828.199225;2723.760243;3270.052990
677;2841.258244;3731.681517;2817.896098;2792.197851;3247.986948
678;2823.606982;3758.187128;2768.682377;2773.719742;3317.531685
679;2854.806001;3828.974851;2725.041371;2829.551297;3308.119755
680;2830.583267;4019.255811;2681.461592;2812.774325;3337.705290
681;2812.008040;3888.991939;2639.848042;2772.094397;3277.032287
682;2809.998251;3806.122774;2607.230855;2714.016925;3225.935895
683;2778.993529;3864.226477;2570.508165;2692.366205;3169.084686
684;2746.475435;3855.290672;2542.235691;2688.979849;3163.388255
685;2730.444541;3746.703104;2552.267069;2670.351212;3165.420475
686;2707.869910;3905.296317;2536.060982;2669.740333;3127.065579
687;2742.692911;4027.868271;2542.699675;2696.014615;3160.085816
688;2729.786185;3974.764856;2598.625268;2674.015527;3225.397685
689;2731.446052;3901.226730;2642.650862;2686.973840;3251.952417
690;2843.848504;3823.338468;2719.586425;2632.634192;3178.307012
691;2884.217016;3698.824793;2764.816240;2578.381514;3132.369637
692;2908.827792;3783.006188;2767.785474;2530.538076;3143.380794
693;2964.396191;3733.921740;2738.668676;2486.111793;3091.072486
694;2930.881683;3657.094367;2700.877095;2444.028124;3115.056187
695;2919.042305;3745.836959;2692.936853;2402.312762;3087.026795
696;2891.327496;3739.449441;2723.297630;2362.580160;3061.919312
697;2898.954382;3756.580456;2684.601069;2325.244054;3004.487902
698;2909.629676;3685.233579;2735.238327;2290.498142;2973.267370
699;2895.339328;3714.866439;2831.385574;2264.757636;2950.794330
700;2902.004869;3602.024910;2777.591852;2236.052366;2913.827852
701;2858.295411;3511.603839;2760.955095;2212.104554;2882.512263
702;2822.641956;3511.764126;2731.204367;2191.962616;2848.254998
703;2796.393749;3587.913126;2825.102957;2233.193415;2874.412563
704;2786.987691;3671.272330;2845.686457;2302.428084;2925.182518
705;2780.567172;3902.274656;2823.786015;2526.793727;3001.071938
706;2749.990528;4076.723398;2816.967503;2631.752424;2997.988520
707;2737.095302;4091.940065;2786.356960;2691.916186;2975.022830
708;2760.270040;3984.157812;2741.282641;2758.283112;2950.410438
709;2742.901843;3835.864407;2727.208288;2791.751233;2960.452244
710;2741.524343;3723.935207;2783.400933;2919.141516;2970.698625
711;2724.534199;3762.930409;2793.682897;2897.215396;2987.814112
712;2700.230294;3660.485097;2755.334409;2906.789637;2981.034739
713;2784.244862;3561.812195;2828.621898;2877.445546;2979.961542
714;2822.289082;3493.672814;2798.753067;2810.339609;2955.959786
715;2802.417217;3538.349130;2741.684171;2798.896500;3069.556466
716;2796.038304;3569.047579;2747.850945;2731.509645;3083.500563
717;2822.097286;3595.717632;2691.273348;2695.612258;3044.347319
718;2822.337780;3613.715201;2636.002904;2677.618972;3011.528083
719;2793.189540;3512.828278;2596.542191;2670.729033;2967.567948
720;2774.649483;3512.383013;2597.504422;2667.373728;2974.950817
721;2843.689083;3574.130200;2618.803543;2646.981786;2939.363510
722;2870.487571;3513.335905;2570.436636;2686.367926;2952.934367
723;2961.672222;3467.694942;2553.523626;2636.266568;2902.394228
724;2971.487374;3431.316941;2578.308394;2721.178610;2890.260322
725;2973.638143;3365.180293;2561.355880;2757.135382;2874.150842
726;2977.657875;3286.264076;2523.065704;2783.403726;2918.372675
727;3041.144899;3206.168312;2657.295125;2865.788698;3005.458259
728;3001.948197;3134.649029;2738.745482;3072.386276;3096.187232
729;2969.580629;3072.733464;2870.901547;3095.699558;3140.233105
730;2961.664981;3011.930432;2948.366355;3217.923866;3071.889666
731;2915.015228;2950.029460;2869.236401;3143.476212;3065.123364
732;2881.903943;2939.391884;2802.090612;3108.470212;3074.151697
733;2841.999530;3042.075937;2793.225598;3010.624778;3020.772917
734;2804.392078;3110.720533;2744.948993;2917.215183;3062.533985
735;2794.401525;3228.138062;2794.241901;2833.535661;3109.996271
736;2872.803109;3274.216051;2883.652876;2761.083031;3049.590488
737;2950.024643;3462.818926;2912.023358;2755.757286;3051.797136
738;3075.995285;3455.963010;3063.719496;2744.929186;3016.210140
739;3029.120625;3568.614472;3065.165178;2679.327110;2965.293129
740;2971.130283;3573.398847;3020.064540;2622.626976;2953.683548
741;2964.064472;3646.630741;2933.526408;2586.894337;2931.140308
742;2977.863213;3584.043618;2920.261540;2596.954102;2915.535207
743;2953.571844;3491.139624;2957.116276;2605.354021;2941.753799
744;2949.397200;3413.097778;2916.909612;2720.707811;2982.384799
745;2922.597183;3312.859185;2909.443804;3039.299324;2984.474116
746;2879.002691;3260.713310;2871.872606;3034.873785;3137.781632
747;2835.228085;3184.555924;2853.888847;3038.517099;3145.297329
748;2803.377618;3139.502703;2885.878268;3114.541334;3107.887881
749;2769.123069;3121.344967;2879.470785;3112.516691;3042.532261
750;2830.512333;3073.427368;2868.676560;3076.247626;3039.294387
751;2862.331986;3039.388724;2845.301470;3129.616772;2995.979758
752;2819.308682;3048.992016;2842.200917;3037.975224;2949.555319
753;2786.047792;3074.376603;2818.655751;2977.888271;2999.156919
754;2771.636966;3126.509394;2823.195029;2942.288563;2990.711236
755;2762.175718;3105.577655;2790.120739;2867.665357;2934.247525
756;2749.600552;3093.140699;2746.219972;2799.458841;2935.225648
757;2726.461279;3103.204679;2772.206145;2811.031962;2879.664837
758;2724.941466;3043.482003;2793.061331;2780.659807;2825.221882
759;2787.172434;3044.633134;2770.808397;2705.078101;2807.076085
760;2778.858115;3026.313509;2762.187243;2780.313690;2968.344577
761;2741.887334;3022.188709;2773.028933;2849.201582;2978.964919
762;2705.224733;3066.088477;2783.104533;2922.296958;3051.252652
763;2670.363653;3110.760596;2828.163207;2861.267553;3194.452684
764;2636.646869;3162.977232;2856.560691;2847.410397;3368.269485
765;2611.807055;3138.912755;2808.087651;2974.371959;3340.677765
766;2619.362938;3147.438648;2821.006634;2968.586781;3264.281441
767;2629.758988;3128.164999;2781.910836;3059.752900;3297.259789
768;2657.176215;3132.029311;2801.857271;3070.772016;3265.758413
769;2656.832735;3111.195090;2859.333783;3232.600184;3188.343114
770;2633.034995;3065.342671;2910.217728;3226.937021;3132.873676
771;2602.899165;3082.899452;2889.035316;3287.625078;3062.238649
772;2637.071322;3081.777377;2884.353540;3300.284888;2986.492947
773;2663.380842;3041.431867;2965.632436;3261.769544;2978.918744
774;2652.347611;3024.868517;2963.890599;3261.541275;2943.605480
775;2672.812419;3012.761012;3004.228895;3196.906268;3063.455629
776;2738.549136;3053.456790;2960.055052;3150.491676;3111.183838
777;2698.075876;3022.236139;2979.958471;3058.192511;3146.204144
778;2673.274288;2972.571461;2951.931675;3020.214614;3102.693326
779;2649.808780;2954.854513;2928.800209;2961.053224;3075.923810
780;2714.888262;2993.613036;2945.407413;3009.005702;3202.279614
781;2746.794719;2964.260813;3111.047107;2976.435647;3295.318143
782;2773.669688;2958.167127;3272.821709;2967.774946;3220.497378
783;2748.668233;3003.515689;3483.019974;2917.354608;3239.025674
784;2713.727464;3055.085376;3585.530359;2948.352512;3199.389560
785;2774.073806;3081.382997;3687.131754;2874.583392;3254.277914
786;2925.365007;3114.292162;3671.558808;2796.018785;3173.482871
787;2873.681466;3152.101599;3607.986944;2731.745105;3181.126207
788;2864.289289;3203.380729;3498.647408;2668.044972;3214.363456
789;2818.471945;3137.331404;3423.271316;2676.785019;3282.396464
790;2825.229652;3127.712338;3320.243627;2619.522334;3391.653036
791;2835.973682;3089.405877;3223.347255;2587.653732;3627.936616
792;2957.311989;3068.344357;3142.543660;2577.200217;3836.437552
793;3117.562002;3100.830896;3072.923043;2540.939117;3804.475553
794;3070.833133;3067.620484;3015.317165;2498.243489;3825.304164
795;3087.847108;3005.527795;2947.430440;2499.587925;3797.175372
796;3062.781981;2986.113262;2943.914452;2560.760630;3732.635354
797;3010.370763;3108.009972;2920.887733;2511.010710;3727.357950
798;2982.528884;3133.121524;2850.545160;2488.999478;3807.705106
799;2985.182496;3160.089050;2779.916457;2440.591090;3817.194512
800;2934.823969;3254.465445;2714.906994;2396.012580;3899.768820
801;2882.007398;3209.109268;2660.018622;2355.490392;3844.321553
802;2891.065682;3204.707494;2626.144039;2316.522170;3802.945475
803;2865.044165;3159.638552;2610.316346;2303.829516;3833.922762
804;2823.538646;3116.552121;2659.517729;2307.053516;3786.189827
805;2814.038056;3047.108170;2761.063948;2283.523004;3686.654580
806;2768.423483;2992.242109;2837.425804;2286.434925;3548.096119
807;2728.694949;2960.795741;2770.849450;2264.654780;3462.398618
808;2732.677225;2908.726890;2757.690967;2292.830029;3455.197974
809;2691.849535;2856.943872;2739.743969;2331.536729;3334.871109
810;2706.447098;2813.165446;2811.429457;2442.888088;3255.911736
811;2663.906827;2760.474357;2980.927218;2559.651049;3270.084678
812;2627.356869;2713.019952;3013.318491;2600.896471;3158.156708
813;2589.674339;2673.093134;2964.603303;2814.011052;3061.843856
814;2586.161128;2664.466682;2966.899996;3053.522852;2972.367920
815;2671.206729;2673.495048;3160.480663;3105.896676;2919.695508
816;2681.534949;2636.138909;3363.708682;3184.621713;2886.378065
817;2649.881230;2596.683112;3417.737864;3278.042932;3004.965263
818;2649.861089;2565.298433;3453.741002;3340.063505;2943.767367
819;2701.648095;2547.991358;3494.416317;3234.070742;2870.020877
820;2694.877185;2520.503843;3462.529880;3144.871072;2798.479732
821;2738.328656;2561.838897;3412.873201;3161.549114;2738.121354
822;2848.433474;2573.852060;3330.631764;3168.216706;2682.794301
823;2826.533413;2550.976349;3305.430454;3088.626201;2638.552644
824;2842.453113;2524.067589;3330.369867;3070.738452;2591.866648
825;2899.113641;2537.815223;3333.815157;3200.216082;2587.112117
826;2904.977929;2512.280565;3541.073271;3118.395163;2586.422690
827;2891.330083;2560.668661;3487.485503;3261.463006;2549.735277
828;2849.754537;2535.725603;3394.022581;3302.959898;2512.681712
829;2806.700752;2518.711872;3392.088327;3346.426789;2492.771620
830;2774.860314;2502.811222;3359.590953;3214.356817;2496.612423
831;2771.055235;2575.402290;3322.062855;3113.873351;2528.377590
832;2744.925586;2649.355514;3311.416613;3005.877288;2562.785121
833;2708.195386;2648.702618;3247.585069;3025.326710;2630.704319
834;2670.181451;2616.413586;3242.894197;3055.964458;2647.565401
835;2730.106884;2634.898859;3231.866099;2986.337684;2725.643776
836;2748.224716;2679.482745;3361.883865;2891.078094;2788.660882
837;2849.754660;2645.403040;3375.496214;2893.084752;2771.811515
838;2835.485776;2620.824198;3487.859607;2853.348059;2758.076914
839;2852.276000;2672.257405;3634.025086;2872.344873;2757.844873
840;2801.221693;2818.926135;3613.209025;2869.443739;2706.598575
841;2788.536140;3092.146704;3591.243497;2781.344160;2704.897242
842;2777.225491;3250.083757;3521.002834;2761.771528;2768.948158
843;2804.340881;3378.931530;3477.642207;2725.748571;2740.907253
844;2809.509776;3478.824941;3444.434403;2812.121620;2837.500281
845;2932.244888;3443.938892;3342.127276;2769.572358;2907.708988
846;3064.561474;3339.663227;3254.940099;2853.475183;2912.222980
847;3171.963540;3302.810423;3183.206327;2789.684542;2939.881512
848;3180.179625;3310.490083;3146.969515;2892.074961;2874.377390
849;3252.489922;3299.535007;3134.847635;2932.867504;2823.479763
850;3256.825961;3345.375290;3143.020285;3076.517995;2764.526062
851;3170.091476;3266.196464;3104.403563;3077.028193;2708.716419
852;3111.865267;3228.182110;3041.090124;2977.336593;2742.181789
853;3077.082773;3183.626076;2957.142852;2916.464774;2688.852022
854;3043.807259;3189.077265;2922.793855;2858.319550;2639.756983
855;2982.032066;3103.123330;3006.439402;2818.546925;2598.720663
856;3091.871842;3085.528103;2929.440831;2833.983327;2562.356520
857;3089.179141;3095.574623;2882.420570;2766.079875;2528.437642
