time;u;y1
5.52;0;9.157742585
5.54;0;9.028937286
5.56;0;8.925264729
5.58;0;8.705353243
5.6;0;8.592255908
5.62;0;8.479158572
5.64;0;8.369202829
5.66;0;8.12101701
5.68;0;7.992211711
5.7;0;7.863406412
5.72;0;7.712609965
5.74;0;7.429866626
5.76;0;7.291636549
5.78;0;7.16283125
5.8;0;7.024601173
5.82;0;6.785840132
5.84;0;6.666459611
5.86;0;6.572211831
5.88;0;6.462256088
5.9;0;6.276902122
5.92;0;6.176371157
5.94;0;6.088406563
5.96;0;5.987875598
5.98;0;5.789955261
6;0;5.676857925
6.02;0;5.573185367
6.04;0;5.453804847
6.06;0;5.233893361
6.08;0;5.120796025
6.1;0;5.017123468
6.12;0;4.812919945
6.14;0;4.709247388
6.16;0;4.618141201
6.18;0;4.536459792
6.2;0;4.369955381
6.22;0;4.291415565
6.24;0;4.219158934
6.26;0;4.134335932
6.28;0;3.970973114
6.3;0;3.88300852
6.32;0;3.78876074
6.34;0;3.700796146
6.36;0;3.609689959
6.38;0;3.418052807
6.4;0;3.32694662
6.42;0;3.245265211
6.44;0;3.081902393
6.46;0;3.000220984
6.48;0;2.927964353
6.5;0;2.861990907
6.52;0;2.726902423
6.54;0;2.657787385
6.56;0;2.591813939
6.58;0;2.532123679
6.6;0;2.393893602
6.62;0;2.318495378
6.64;0;2.252521933
6.66;0;2.173982116
6.68;0;2.051460003
6.7;0;1.982344964
6.72;0;1.922654704
6.74;0;1.859822851
6.76;0;1.746725515
6.78;0;1.690176848
6.8;0;1.643052958
6.82;0;1.58650429
6.84;0;1.485973325
6.86;0;1.429424657
6.88;0;1.382300768
6.9;0;1.328893692
6.92;0;1.234645913
6.94;0;1.18438043
6.96;0;1.140398133
6.98;0;1.093274243
7;0;1.011592834
7.02;0;0.97075213
7.04;0;0.933053018
7.06;0;0.892212314
7.08;0;0.823097275
7.1;0;0.788539756
7.12;0;0.753982237
7.14;0;0.684867198
7.16;0;0.650309679
7.18;0;0.61575216
7.2;0;0.587477826
7.22;0;0.530929158
7.24;0;0.499513232
7.26;0;0.471238898
7.28;0;0.449247749
7.3;0;0.398982267
7.32;0;0.373849526
7.34;0;0.348716785
7.36;0;0.329867229
7.38;0;0.285884931
7.4;0;0.263893783
7.42;0;0.245044227
7.44;0;0.226194671
7.46;0;0.191637152
7.48;0;0.172787596
7.5;0;0.157079633
7.52;0;0.141371669
7.54;0;0.113097336
7.56;0;0.100530965
7.58;0;0.087964594
7.6;0;0.075398224
7.62;0;0.053407075
7.64;0;0.043982297
7.66;0;0.034557519
7.68;0;0.025132741
7.7;0;0.009424778
7.72;0;0.003141593
7.74;0;-0.003141593
7.76;0;-0.009424778
7.78;0;-0.018849556
7.8;0;-0.021991149
7.82;0;-0.021991149
7.84;0;-0.025132741
7.86;0;-0.028274334
7.88;0;-0.028274334
7.9;0;-0.028274334
7.92;0;-0.025132741
7.94;0;-0.025132741
7.96;0;-0.025132741
7.98;0;-0.025132741
8;0;-0.025132741
8.02;0;-0.025132741
8.04;0;-0.025132741
8.06;0;-0.025132741
8.08;0;-0.025132741
8.1;0;-0.025132741
8.12;0;-0.025132741
8.14;0;-0.025132741
8.16;0;-0.025132741
8.18;0;-0.025132741
8.2;0;-0.025132741
8.22;0;-0.025132741
8.24;0;-0.025132741
8.26;0;-0.025132741
8.28;0;-0.025132741
8.3;0;-0.025132741
8.32;0;-0.025132741
8.34;0;-0.025132741
8.36;0;-0.025132741
8.38;0;-0.025132741
8.4;0;-0.025132741
8.42;0;-0.025132741
8.44;0;-0.025132741
8.46;0;-0.025132741
8.48;0;-0.025132741
8.5;0;-0.025132741
8.52;0;-0.025132741
8.54;0;-0.025132741
8.56;0;-0.025132741
8.58;0;-0.025132741
8.6;0;-0.025132741
8.62;0;-0.025132741
8.64;0;-0.025132741
8.66;0;-0.025132741
8.68;0;-0.025132741
8.7;0;-0.025132741
8.72;0;-0.025132741
8.74;0;-0.025132741
8.76;0;-0.025132741
8.78;0;-0.025132741
8.8;0;-0.025132741
8.82;0;-0.025132741
8.84;0;-0.025132741
8.86;0;-0.025132741
8.88;0;-0.025132741
8.9;0;-0.025132741
8.92;0;-0.025132741
8.94;0;-0.025132741
8.96;0;-0.025132741
8.98;0;-0.025132741
9;0;-0.025132741
9.02;0;-0.025132741
9.04;0;-0.025132741
9.06;0;-0.025132741
9.08;0;-0.025132741
9.1;0;-0.025132741
9.12;0;-0.025132741
9.14;0;-0.025132741
9.16;0;-0.025132741
9.18;0;-0.025132741
9.2;0;-0.025132741
9.22;0;-0.025132741
9.24;0;-0.025132741
9.26;0;-0.025132741
9.28;0;-0.025132741
9.3;0;-0.025132741
9.32;0;-0.025132741
9.34;0;-0.025132741
9.36;0;-0.025132741
9.38;0;-0.025132741
9.4;0;-0.025132741
9.42;0;-0.025132741
9.44;0;-0.025132741
9.46;0;-0.025132741
9.48;0;-0.025132741
9.5;0;-0.025132741
9.52;0;-0.025132741
9.54;0;-0.025132741
9.56;0;-0.025132741
9.58;0;-0.025132741
9.6;0;-0.025132741
9.62;0;-0.025132741
9.64;0;-0.025132741
9.66;0;-0.025132741
9.68;0;-0.025132741
9.7;0;-0.025132741
9.72;0;-0.025132741
9.74;0;-0.025132741
9.76;0;-0.025132741
9.78;0;-0.025132741
9.8;0;-0.025132741
9.82;0;-0.025132741
9.84;0;-0.025132741
9.86;0;-0.025132741
9.88;0;-0.025132741
9.9;0;-0.025132741
9.92;0;-0.025132741
9.94;0;-0.025132741
9.96;0;-0.025132741
9.98;0;-0.025132741
10;0;-0.025132741
10.02;0;-0.025132741
10.04;0;-0.025132741
10.06;0;-0.025132741
10.08;0;-0.025132741
10.1;0;-0.025132741
10.12;0;-0.025132741
10.14;0;-0.025132741
10.16;0;-0.025132741
10.18;0;-0.025132741
10.2;0;-0.025132741
10.22;0;-0.025132741
10.24;0;-0.025132741
10.26;0;-0.025132741
10.28;0;-0.025132741
10.3;0;-0.025132741
10.32;0;-0.025132741
10.34;0;-0.025132741
10.36;0;-0.025132741
10.38;0;-0.025132741
10.4;0;-0.025132741
10.42;0;-0.025132741
10.44;0;-0.025132741
10.46;0;-0.025132741
10.48;0;-0.025132741
10.5;0;-0.025132741
10.52;0;-0.025132741
10.54;0;-0.025132741
10.56;0;-0.025132741
10.58;0;-0.025132741
10.6;0;-0.025132741
10.62;0;-0.025132741
10.64;0;-0.025132741
10.66;0;-0.025132741
10.68;0;-0.025132741
10.7;0;-0.025132741
10.72;0;-0.025132741
10.74;0;-0.025132741
10.76;0;-0.025132741
10.78;0;-0.025132741
10.8;0;-0.025132741
10.82;0;-0.025132741
10.84;0;-0.025132741
10.86;0;-0.025132741
10.88;0;-0.025132741
10.9;0;-0.025132741
10.92;0;-0.025132741
10.94;0;-0.025132741
10.96;0;-0.025132741
10.98;0;-0.025132741
11;0;-0.025132741
11.02;0;-0.025132741
11.04;0;-0.025132741
11.06;0;-0.025132741
