Zeit [s];r [v];l [v];u [v];y [v]
6.44;0;0;0;2.217346223
6.45;0;0;0;2.037880018
6.46;0;0;0;1.880001486
6.47;0;0;0;1.732755735
6.48;0;0;0;1.593887328
6.49;0;0;0;1.456630039
6.5;2;0;10;1.340315852
6.51;2;0;10;1.573266507
6.52;2;0;6.272284406;2.33656088
6.53;2;0;5.183352538;2.437410113
6.54;2;0;1.721355297;2.85434031
6.55;2;0;1.362253832;2.774433959
6.56;2;0;1.198677606;2.679384129
6.57;2;0;0.711915721;2.643941836
6.58;2;0;1.345754277;2.457386647
6.59;2;0;1.267070854;2.398745862
6.6;2;0;1.570666932;2.295641244
6.61;2;0;1.732880515;2.227978878
6.62;2;0;1.94346926;2.163860761
6.63;2;0;1.974794636;2.134540425
6.64;2;0;2.063455718;2.101675879
6.65;2;0;2.224850486;2.06365612
6.66;2;0;2.226981115;2.05366788
6.67;2;0;2.002381905;2.076866374
6.68;2;0;2.167749378;2.042068634
6.69;2;0;2.315679276;2.015003731
6.7;2;0;2.087084812;2.044646244
6.71;2;0;2.20221463;2.021769956
6.72;2;0;2.240773315;2.013070523
6.73;2;0;2.323418785;1.999538074
6.74;2;0;2.266248274;2.007593103
6.75;2;0;2.105712387;2.028858383
6.76;2;0;2.226516154;2.007593103
6.77;2;0;2.278220643;1.999215873
6.78;2;0;2.101439378;2.024025365
6.79;2;0;2.153688393;2.013070523
6.8;2;0;2.264017388;1.99567166
6.81;2;0;2.354092808;1.983750217
6.82;2;0;2.203396967;2.007270902
6.83;2;0;2.227769131;2.002760085
6.84;2;0;2.358564335;1.984072418
6.85;2;0;2.212131215;2.006948701
6.86;2;0;2.105357825;2.020803352
6.87;2;0;2.232634607;1.999860275
6.88;2;0;2.350441881;1.983428016
6.89;2;0;2.225473806;2.003404488
6.9;2;0;2.182544586;2.008881908
6.91;2;0;2.087505763;2.020803352
6.92;2;0;2.38319064;1.976339591
6.93;2;0;2.115996522;2.017259139
6.94;2;0;2.154858075;2.009204109
6.95;2;0;2.313233702;1.985683424
6.96;2;0;2.374977973;1.979239401
6.97;2;0;2.169217954;2.011137316
6.98;2;0;2.219366212;2.002437884
6.99;2;0;2.359740456;1.982461413
7;0;0;0;2.002115683
7.01;0;0;0;1.892567322
7.02;0;0;0;1.658649609
7.03;0;0;0;1.565855901
7.04;0;0;0;1.539435479
7.05;0;0;0;1.37382464
7.06;0;0;0;1.272009496
7.07;0;0;0;1.167616814
7.08;0;0;0;1.058713403
7.09;0;0;0;0.977196986
7.1;0;0;0;0.886014634
7.11;0;0;0;0.808042481
7.12;0;0;0;0.736192136
7.13;0;0;0;0.669174797
7.14;0;0;0;0.602479679
7.15;0;0;0;0.537717774
7.16;0;0;0;0.485199429
7.17;0;0;0;0.434936484
7.18;0;0;0;0.376296398
7.19;0;0;0;0.333766235
