Zeit [s];r [v];l [v];u [v];y [v]
;-;-;-;-
0;4;2;1;1
0;ebbd34;e0162e;8888FF;0000AA
16.17;7;2;8.8961069023145;6.8893106097773
16.18;7;2;8.88498843346084;6.90065749717927
16.19;7;2;8.8970400935275;6.9058139976185
16.2;7;2;8.89235341900192;6.9146404473778
16.21;7;2;8.91256131958968;6.91704896834817
16.22;7;2;8.88814448380082;6.92934449753893
16.23;7;2;8.88858947852534;6.93437275369003
16.24;7;2;8.89750424574946;6.93779445890367
16.25;7;2;8.90542460425407;6.94127006626892
16.26;7;2;8.90385499495679;6.94646185581542
16.27;7;2;8.94421768193335;6.9420901365993
16.28;7;2;8.8960738653226;6.95785168338338
16.29;7;2;8.89346177027766;6.96071850750706
16.3;7;2;8.89932396944457;6.96266687583402
16.31;7;2;8.90064011294653;6.96549616483445
16.32;7;2;8.89342119289796;6.96982122020528
16.33;7;2;8.90627470439299;6.96934677048502
16.34;7;2;8.91501379217193;6.97021826040183
16.35;7;2;8.90355318493307;6.97520747091313
16.36;7;2;8.90089850248518;6.97751227838011
16.37;7;2;8.90339316267252;6.97875276555142
16.38;7;2;8.9001920008176;6.98119489491376
16.39;7;2;8.91061803631714;6.98040558414352
16.4;7;2;8.90265850363137;6.98389850761051
16.41;7;2;8.90600201973921;6.98429075771204
16.42;7;2;8.91331596053068;6.98407555168003
16.43;7;2;8.90856252445294;6.98651015741702
16.44;7;2;8.9029517094777;6.98867880005389
16.45;7;2;8.90005558354535;6.99010058287076
16.46;7;2;8.91113389736953;6.98847927364319
16.47;7;2;8.90611123025005;6.99070878452961
16.48;7;2;8.90714389128864;6.99110764720589
16.49;7;1.99999999999929;8.90598288444554;6.99210221996164
16.5;7;0;8.57206869237837;7.06401692293794
16.51;7;0;7.96357218195553;7.18195678595104
16.52;7;0;7.54972398625551;7.24387615279305
16.53;7;0;7.29727697403842;7.27084986703157
16.54;7;0;7.15089346947917;7.27589991816184
16.55;7;0;7.05183578559153;7.27234325100943
16.56;7;0;6.99225192174792;7.26143276317902
16.57;7;0;6.96001123452992;7.24629459849404
16.58;7;0;6.93344890907747;7.23164993500037
16.59;7;0;6.91809472682183;7.21585584908198
16.6;7;0;6.92298210531151;7.19722998638638
16.61;7;0;6.91398426572832;7.18345842301649
16.62;7;0;6.91475438784063;7.16838154185364
16.63;7;0;6.92336211565019;7.153072536131
16.64;7;0;6.92380504630248;7.14087401973335
16.65;7;0;6.92550138199164;7.12920478095943
16.66;7;0;6.93102305743927;7.11769790463745
16.67;7;0;6.93458488884153;7.10760708946018
16.68;7;0;6.91999010061877;7.10215550962829
16.69;7;0;6.93056628848264;7.09139665438582
16.7;7;0;6.93666899571312;7.08300986194616
16.71;7;0;6.93226243378364;7.07739456917982
16.72;7;0;6.93171676750761;7.07120283888804
16.73;7;0;6.93442936439045;7.06491091682579
16.74;7;0;6.93665015176266;7.05928622456375
16.75;7;0;6.93682260371945;7.05453443909944
16.76;7;0;6.93701454928096;7.05011896788637
16.77;7;0;6.92942348410091;7.04772406197924
16.78;7;0;6.93357456715831;7.04285303451233
16.79;7;0;6.94958514381894;7.03609729699487
16.8;7;0;6.94520515853734;7.03445724645837
16.81;7;0;6.9386792944089;7.03296607802921
16.82;7;0;6.94082137308131;7.02974177879002
16.83;7;0;6.93607014948995;7.02842678830866
16.84;7;0;6.94487568703742;7.02416305647663
16.85;7;0;6.94685816139739;7.02199282982799
16.86;7;0;6.94024095384981;7.02166431283156
16.87;7;0;6.94008171967048;7.01982226376936
16.88;7;0;6.94434206382904;7.01733259648744
16.89;7;0;6.94486858398204;7.01591666615814
16.9;7;0;6.95100942209782;7.01333109276691
16.91;7;0;6.94477632185949;7.01371909966994
16.92;7;0;6.94619259784052;7.01217577286321
16.93;7;0;6.9439958515203;7.0117109894013
16.94;7;0;6.94245710742372;7.01105092751417
16.95;7;0;6.94879674995224;7.0087837749044
16.96;7;0;6.94278962289092;7.00949518652996
16.97;7;0;6.9490266150414;7.00726516116317
16.98;7;0;6.94918612712915;7.00678992548142
16.99;7;7.10542735759989e-13;6.9466953237269;7.0067668691753
17;7;2;7.27997246758263;6.93500151955216
17.01;7;2;7.86561037196936;6.82201625484877
17.02;7;2;8.27468258895151;6.76032809785932
17.03;7;2;8.50771193540693;6.73711085527808
17.04;7;2;8.66437493736422;6.72883242906304
17.05;7;2;8.74393534352222;6.73642288685699
17.06;7;2;8.80485802352867;6.74591888940366
17.07;7;2;8.83273058117892;6.76146878998963
17.08;7;2;8.84824314087865;6.77775393404394
17.09;7;2;8.86707066978967;6.79183382982732
17.1;7;2;8.87048914575638;6.80816171031075
17.11;7;2;8.87281053620075;6.8230886576986
17.12;7;2;8.89175015195394;6.83327826219466
17.13;7;2;8.88615457804183;6.84823140011089
17.14;7;2;8.88361446212767;6.86079466152407
17.15;7;2;8.88724088101917;6.87114812315748
17.16;7;2;8.89180107844726;6.88058762033663
17.17;7;2;8.88829168678704;6.89100132274248
17.18;7;2;8.90346468756893;6.89642317115767
17.19;7;2;8.89519225452464;6.90681768145542
17.2;7;2;8.89603362768643;6.9139108847053
17.21;7;2;8.89370393478015;6.92135021894622
17.22;7;2;8.90433804755631;6.9253361802102
17.23;7;2;8.9067159333905;6.93104096127122
17.24;7;2;8.90120265609235;6.93777683203376
17.25;7;2;8.89003377807455;6.94503668700719
17.26;7;2;8.8896204295804;6.94931476631243
17.27;7;2;8.89789246767478;6.95162622894277
17.28;7;2;8.90791341750397;6.95353531235087
17.29;7;2;8.90552236336796;6.95796280728711
17.3;7;2;8.90695986995471;6.96096003733485
17.31;7;2;8.90602594338998;6.96432693477437
17.32;7;2;8.90576223640317;6.96722183806925
17.33;7;2;8.89916316895809;6.97125694653942
17.34;7;2;8.8951582329136;6.97428211761062
17.35;7;2;8.90541242860324;6.97408572302415
17.36;7;2;8.9087517305201;6.97566894936847
17.37;7;2;8.90676850546163;6.97809178849011
17.38;7;2;8.91429777647519;6.97819569126683
17.39;7;2;8.89784369243898;6.98361779076981
17.4;7;2;8.9153070424338;6.98084833691679
17.41;7;2;8.90593172089708;6.98478024798667
17.42;7;2;8.90296720865937;6.98640313003743
17.43;7;2;8.90740459085384;6.98650733788418
17.44;7;2;8.9115948445089;6.98678981639311
17.45;7;2;8.90150087399391;6.99008208411643
17.46;7;2;8.9208327893603;6.98653396635332
17.47;7;2;8.9097981662252;6.99038926924979
17.48;7;2;8.89979893130667;6.99302796621944
17.49;7;1.99999999999929;8.90325305765118;6.99266948428122
17.5;7;0;8.5643410718279;7.0657215693013
17.51;7;0;7.95896258896977;7.1827448090697
17.52;7;0;7.54600116805242;7.24448677930004
17.53;7;0;7.30197966295017;7.26962323234128
17.54;7;0;7.14486023011778;7.27723675260894
17.55;7;0;7.0501834176127;7.27239967384857
17.56;7;0;6.9862165707456;7.26253375617928
17.57;7;0;6.95350411753688;7.24730689465758
17.58;7;0;6.93866285605963;7.23007800595062
17.59;7;0;6.92059853151653;7.21523005746228
17.6;7;0;6.92877128481632;7.19587373282107
17.61;7;0;6.91726808193231;7.18282123708414
17.62;7;0;6.9256798904121;7.16610472706079
17.63;7;0;6.91519455022214;7.15521871215333
17.64;7;0;6.92409344892405;7.14063347845875
17.65;7;0;6.92888558692818;7.12853590408871
17.66;7;0;6.9340053482473;7.11721165968835
17.67;7;0;6.92373957209942;7.11010033758342
17.68;7;0;6.91987380423647;7.10187409553769
17.69;7;0;6.93262180453265;7.09092221864694
17.7;7;0;6.9293829879412;7.08458917341567
17.71;7;0;6.92811809043604;7.07798197830583
17.72;7;0;6.93651964738918;7.06991583623806
17.73;7;0;6.94276845351675;7.06314812957383
17.74;7;0;6.92647165331262;7.06167513119036
17.75;7;0;6.93278322299223;7.05503410830496
17.76;7;0;6.94164113137433;7.04889157132403
17.77;7;0;6.94177056524377;7.04510900660451
17.78;7;0;6.94176342661073;7.04147899311021
17.79;7;0;6.94234981478786;7.0380279309755
17.8;7;0;6.94193444139786;7.03507842063596
17.81;7;0;6.93878867859825;7.03292690384852
17.82;7;0;6.94262685747078;7.02940239510736
